song,date,artist,this_week,last_week,peak_position,weeks_on_chart,mbid,danceability,genre,gender,mood,instrumental,bpm,key,loudness,mood_happy
Armed And Dangerous,2019-01-19,Juice WRLD,54,56.0,44,9,80cbf2b8-3a77-40c9-9f3f-95010bbb6ff3,,,,,,,,,
Calling My Spirit,2019-01-19,Kodak Black,56,58.0,46,6,4769e118-f401-4ccc-bf3c-daae7b83f370,danceable,rhy,male,not_aggressive,voice,119.952476501,A#,0.343877613544,not_happy
Talk To Me,2019-01-19,Tory Lanez & Rich The Kid,57,43.0,43,11,d8fc566e-659f-46ad-b177-436229cc86ca,danceable,rhy,female,not_aggressive,instrumental,79.9510574341,A,0.889330148697,not_happy
You,2019-01-19,Jacquees,58,59.0,58,7,38529de4-4b7d-4145-9047-3b2235e253b4,,,,,,,,,
Ella Quiere Beber,2019-01-19,Anuel AA & Romeo Santos,64,64.0,64,10,3d5c1a12-cd23-472d-96cb-7ca132f470c9,danceable,rhy,female,not_aggressive,instrumental,94.9251174927,G#,0.967547297478,not_happy
Lovely,2019-01-19,Billie Eilish & Khalid,65,73.0,65,11,1fc545d3-94b6-4a3d-bff3-bb8b861943d6,not_danceable,jaz,female,not_aggressive,voice,114.798667908,E,0.512330889702,happy
Pure Cocaine,2019-01-19,Lil Baby,66,72.0,46,5,8cc74581-e677-4851-ad27-83d05515fd36,danceable,hip,female,not_aggressive,voice,126.982345581,A#,0.967274606228,not_happy
Millionaire,2019-01-19,Chris Stapleton,67,69.0,67,5,f61c9210-1cbb-4a7a-8e4a-f0531fa0f662,danceable,rhy,male,not_aggressive,voice,142.815734863,A#,0.937531888485,happy
When The Party's Over,2019-01-19,Billie Eilish,68,68.0,52,12,fe265667-ad88-4e84-baff-721a4aaa6f8f,,,,,,,,,
Take It From Me,2019-01-19,Jordan Davis,69,75.0,69,2,37b94577-62f8-4bab-8c60-6715fb9f9130,danceable,pop,male,not_aggressive,voice,99.9436645508,A#,0.955841362476,not_happy
Can't Leave Without It,2019-01-19,21 Savage,70,65.0,58,3,a82d6fa1-0f3e-4a44-a18a-c43d5e6afe71,danceable,rhy,male,not_aggressive,voice,131.968734741,A,0.771034955978,not_happy
Yosemite,2019-01-19,Travis Scott,71,77.0,25,12,1892f310-8713-47e5-b9a8-06f8d4021ca9,danceable,rhy,female,not_aggressive,voice,128.084762573,F,0.905719935894,not_happy
Fine China,2019-01-19,Future & Juice WRLD,72,74.0,26,12,cebb70eb-9d09-4698-b0bf-78b5d7db8b90,danceable,rhy,female,not_aggressive,voice,110.797111511,C,0.835003495216,not_happy
Imagine,2019-01-19,Ariana Grande,73,63.0,24,4,8f02a55f-7e09-4e69-8e53-7c77b3f1c97d,,,,,,,,,
What Makes You Country,2019-01-19,Luke Bryan,74,76.0,74,2,3dafcbe1-f845-4042-b49c-534dcf0a8c7a,danceable,pop,male,not_aggressive,voice,161.643936157,C,0.926102876663,happy
Down To The Honkytonk,2019-01-19,Jake Owen,75,80.0,75,2,59b69ea3-1632-4f7e-bec6-154e8fb556b7,danceable,roc,male,not_aggressive,voice,163.89074707,D#,0.927729904652,happy
Ruin My Life,2019-01-19,Zara Larsson,76,86.0,76,2,78d36ccc-1757-4cbc-a52f-3976a05b8ce4,danceable,pop,female,not_aggressive,voice,124.826942444,B,0.594790995121,not_happy
BAD!,2019-01-19,XXXTENTACION,77,70.0,16,9,0e20165f-e02e-4472-9f4a-80ecacc5bda7,danceable,rhy,female,not_aggressive,voice,144.020614624,F,0.843534529209,not_happy
Smile (Living My Best Life),2019-01-19,Lil' Duval Featuring Snoop Dogg & Ball Greezy,78,67.0,56,19,cb11d149-df69-405f-b837-3053def3de75,danceable,hip,female,not_aggressive,voice,98.9804000854,F,0.921498537064,happy
Love Wins,2019-01-19,Carrie Underwood,85,83.0,83,2,b290c1f2-6ba3-4f2a-b286-0654d2accfc5,danceable,pop,female,not_aggressive,voice,134.98576355,G,0.905649185181,happy
Valuable Pain,2019-01-19,YoungBoy Never Broke Again,87,,87,1,00460a52-8abc-4ad8-bdf5-1ac43dccabe4,danceable,hip,male,not_aggressive,voice,172.265899658,F,0.832308828831,not_happy
Here Tonight,2019-01-19,Brett Young,88,91.0,88,2,5cacd244-9c0d-410b-be1c-2000ce659b94,,,,,,,,,
Close Friends,2019-01-19,Lil Baby,89,81.0,28,13,d3290ee1-9e64-4f0d-a9f7-97ef42b9708a,danceable,rhy,female,not_aggressive,voice,161.576705933,A#,0.807025194168,not_happy
Monster,2019-01-19,21 Savage,90,78.0,73,3,b27f812f-2aba-4c08-b1b1-f079666e5609,danceable,rhy,female,not_aggressive,instrumental,133.933944702,F,0.490655571222,not_happy
Make It Sweet,2019-01-19,Old Dominion,92,98.0,92,2,d7b4ebdb-7d8a-481a-99fd-36019d7c7ef1,not_danceable,roc,male,not_aggressive,voice,89.9803771973,G,0.869421780109,happy
Burn Out,2019-01-19,Midland,93,92.0,92,2,f3cc70b6-e05e-432d-9c4d-1f939e1c225f,,,,,,,,,
Ocean Eyes,2019-01-19,Billie Eilish,97,99.0,96,4,15dafb91-e02e-4feb-b183-f5b547cff2f6,,,,,,,,,
Sunflower (Spider-Man: Into The Spider-Verse),2019-01-26,Post Malone & Swae Lee,2,1.0,1,13,b6df9d04-2303-4ec7-a416-367b06a026cb,danceable,pop,female,not_aggressive,voice,89.8964920044,D,0.897321462631,happy
Sicko Mode,2019-01-26,Travis Scott,3,4.0,1,24,b7326a80-8332-4ee0-8238-d6737efba347,danceable,hip,male,not_aggressive,voice,154.818984985,A#,0.832165181637,not_happy
High Hopes,2019-01-26,Panic! At The Disco,4,5.0,4,24,f3e9f6f4-130c-420f-b90e-aa1bad4263b5,,,,,,,,,
"Thank U, Next",2019-01-26,Ariana Grande,5,3.0,1,11,46d32ced-77f7-4f85-b38b-1b547dc0722b,danceable,pop,female,not_aggressive,instrumental,106.925064087,A#,0.909109413624,not_happy
Happier,2019-01-26,Marshmello & Bastille,6,6.0,3,22,623b7611-08d9-4115-acd6-69f734dd3f24,danceable,pop,male,not_aggressive,voice,99.6053237915,A#,0.852668881416,not_happy
Drip Too Hard,2019-01-26,Lil Baby & Gunna,8,8.0,4,18,f65108f7-c7ea-4c86-be42-fff229d8cbfb,,,,,,,,,
Wow.,2019-01-26,Post Malone,9,11.0,9,4,a6d85260-c6fa-4099-9884-92a4f86f636c,danceable,rhy,female,not_aggressive,voice,100.00289917,A#,0.841975152493,not_happy
Eastside,2019-01-26,"benny blanco, Halsey & Khalid",11,9.0,9,27,787087cb-cb94-442d-98dd-2eddc59f1f84,danceable,rhy,female,not_aggressive,voice,89.8307800293,D,0.846083641052,not_happy
Money,2019-01-26,Cardi B,13,17.0,13,13,edef2393-fc95-4644-9f4c-52e6016ceb88,,,,,,,,,
Mo Bamba,2019-01-26,Sheck Wes,14,14.0,6,21,a36d5faf-376b-41f7-ba54-97df8f2e17ca,,,,,,,,,
Better Now,2019-01-26,Post Malone,15,13.0,3,38,f4ff2903-27db-47ff-937d-d05bfdbf471f,danceable,pop,female,not_aggressive,voice,144.64906311,A#,0.824171304703,not_happy
Youngblood,2019-01-26,5 Seconds Of Summer,16,16.0,7,33,65a9d41d-9034-49d7-afa8-d7e227742898,,,,,,,,,
Leave Me Alone,2019-01-26,Flipp Dinero,21,21.0,21,18,473f3033-87c5-49db-83df-b751cbb6108d,danceable,rhy,female,not_aggressive,voice,150.245819092,A#,0.787597715855,not_happy
Better,2019-01-26,Khalid,22,24.0,22,18,5ef726de-68d8-4f74-806c-50d75d105bdb,,,,,,,,,
Lucid Dreams,2019-01-26,Juice WRLD,23,22.0,2,36,a31f849d-af28-48e8-a6e1-ecb7c9faea3b,,,,,,,,,
Shallow,2019-01-26,Lady Gaga & Bradley Cooper,24,23.0,5,16,31efbe4d-0e4c-47a4-9a77-a7e5ad0588f4,,,,,,,,,
Speechless,2019-01-26,Dan + Shay,25,25.0,24,19,7230a157-87d2-4242-868a-9b1d3253e392,danceable,pop,male,not_aggressive,voice,135.915725708,F#,0.673207223415,not_happy
Lost In The Fire,2019-01-26,Gesaffelstein & The Weeknd,27,,27,1,704c3bd0-e889-42bb-9c34-34c2a79a7060,danceable,dan,female,not_aggressive,voice,100.971824646,G,0.912136137486,not_happy
Love Lies,2019-01-26,Khalid & Normani,28,28.0,9,48,09a95083-124c-45a6-886a-75cc9952a800,,,,,,,,,
Trip,2019-01-26,Ella Mai,29,26.0,11,24,834fd36c-8813-49fe-8a30-ac0f7cf498bb,,,,,,,,,
I Like It,2019-01-26,"Cardi B, Bad Bunny & J Balvin",30,30.0,1,41,93951877-d1ad-4ebd-a41a-3d818d237cca,danceable,hip,male,not_aggressive,instrumental,135.991790771,F,0.845757007599,not_happy
Natural,2019-01-26,Imagine Dragons,31,29.0,13,26,7347472e-a25b-4c4a-8317-f5f9c5e998d1,not_danceable,pop,male,not_aggressive,instrumental,99.6617965698,D,0.826539456844,happy
Dancing With A Stranger,2019-01-26,Sam Smith & Normani,33,,33,1,aa243e48-c9f6-4753-8b42-b2342bb8988b,danceable,rhy,male,not_aggressive,voice,102.938369751,F,0.958320140839,not_happy
A Lot,2019-01-26,21 Savage,34,33.0,33,4,401f7e9c-dede-4aea-a7f3-4a85456bc268,,,,,,,,,
You Say,2019-01-26,Lauren Daigle,35,34.0,34,27,e8128e69-1c24-4e0f-8e31-6a4087299ba4,not_danceable,pop,female,not_aggressive,voice,147.918914795,A#,0.700807750225,not_happy
Look Back At It,2019-01-26,A Boogie Wit da Hoodie,40,49.0,40,6,53145671-fb44-40a6-a363-52e95edf226b,,,,,,,,,
Envy Me,2019-01-26,Calboy,41,63.0,41,5,fe1d5d7a-0697-4a51-8f5e-1ea68b03dc4d,,,,,,,,,
Beautiful Crazy,2019-01-26,Luke Combs,42,41.0,41,10,3b1894a2-7988-48fa-91d4-ae036272ef38,,,,,,,,,
Sixteen,2019-01-26,Thomas Rhett,43,45.0,42,10,4ac01c59-c53e-433e-8908-ef536a0a97ec,,,,,,,,,
Be Alright,2019-01-26,Dean Lewis,44,42.0,40,12,08467bce-dc5d-43f5-b591-fe3ecf1b956c,,,,,,,,,
Backin' It Up,2019-01-26,Pardison Fontaine Featuring Cardi B,45,48.0,44,14,7a699244-9155-4d98-96f5-5363209e0f7b,danceable,hip,female,not_aggressive,instrumental,82.4016189575,A#,0.844953835011,not_happy
Girl Like You,2019-01-26,Jason Aldean,46,50.0,46,8,33d698bb-382f-48ef-8938-6e8f3af45fd8,danceable,pop,male,aggressive,voice,143.967468262,D#,0.899889886379,not_happy
Best Shot,2019-01-26,Jimmie Allen,48,39.0,37,18,1e933b5d-6956-4cb4-9973-03edc2f72356,,,,,,,,,
Uproar,2019-01-26,Lil Wayne,49,36.0,7,16,630854cf-741a-4b68-bc9d-c648862b4180,danceable,hip,male,not_aggressive,voice,98.9849395752,A#,0.930883765221,not_happy
This Is It,2019-01-26,Scotty McCreery,52,53.0,52,6,aec07661-9222-464f-9563-99611a159ae8,not_danceable,roc,female,not_aggressive,instrumental,155.680618286,G#,0.880137860775,happy
Good Girl,2019-01-26,Dustin Lynch,53,44.0,44,10,98a1da94-13d9-4bcc-a0bd-820f9598b584,danceable,pop,male,not_aggressive,voice,161.596359253,G,0.903196156025,happy
Crushed Up,2019-01-26,Future,59,46.0,46,2,59e5b069-5736-445d-aec1-8bb8cb4e6b40,danceable,rhy,female,not_aggressive,voice,155.968887329,A#,0.809539139271,not_happy
Consequences,2019-01-26,Camila Cabello,60,52.0,51,11,4e5937a1-c276-427d-8d50-b788f4245c73,,,,,,,,,
You,2019-01-26,Jacquees,61,58.0,58,8,7df17530-fdc9-4e2f-889f-5f69707263e1,,,,,,,,,
Lovely,2019-01-26,Billie Eilish & Khalid,64,65.0,64,12,1fc545d3-94b6-4a3d-bff3-bb8b861943d6,not_danceable,jaz,female,not_aggressive,voice,114.798667908,E,0.512330889702,happy
Ella Quiere Beber,2019-01-26,Anuel AA & Romeo Santos,66,64.0,64,11,3d5c1a12-cd23-472d-96cb-7ca132f470c9,danceable,rhy,female,not_aggressive,instrumental,94.9251174927,G#,0.967547297478,not_happy
Pure Cocaine,2019-01-26,Lil Baby,67,66.0,46,6,8cc74581-e677-4851-ad27-83d05515fd36,danceable,hip,female,not_aggressive,voice,126.982345581,A#,0.967274606228,not_happy
Yosemite,2019-01-26,Travis Scott,70,71.0,25,13,1892f310-8713-47e5-b9a8-06f8d4021ca9,danceable,rhy,female,not_aggressive,voice,128.084762573,F,0.905719935894,not_happy
Millionaire,2019-01-26,Chris Stapleton,71,67.0,67,6,f61c9210-1cbb-4a7a-8e4a-f0531fa0f662,danceable,rhy,male,not_aggressive,voice,142.815734863,A#,0.937531888485,happy
Talk To Me,2019-01-26,Tory Lanez & Rich The Kid,72,57.0,43,12,d8fc566e-659f-46ad-b177-436229cc86ca,danceable,rhy,female,not_aggressive,instrumental,79.9510574341,A,0.889330148697,not_happy
What Makes You Country,2019-01-26,Luke Bryan,73,74.0,73,3,3dafcbe1-f845-4042-b49c-534dcf0a8c7a,danceable,pop,male,not_aggressive,voice,161.643936157,C,0.926102876663,happy
Down To The Honkytonk,2019-01-26,Jake Owen,78,75.0,75,3,63e2157b-6d6d-4b91-afe2-00cd3ba69907,,,,,,,,,
Jumpin On A Jet,2019-01-26,Future,80,,80,1,8b255f88-0c44-404f-93e9-320901a9a610,danceable,hip,female,not_aggressive,voice,140.007858276,A#,0.86528980732,not_happy
Love Someone,2019-01-26,Lukas Graham,81,82.0,81,3,c66ab8df-a941-4d63-8ae6-925fe85e8162,,,,,,,,,
Fine China,2019-01-26,Future & Juice WRLD,83,72.0,26,13,69841c73-2b3a-479a-bcf8-bae97cc631ae,,,,,,,,,
BAD!,2019-01-26,XXXTENTACION,85,77.0,16,10,0e20165f-e02e-4472-9f4a-80ecacc5bda7,danceable,rhy,female,not_aggressive,voice,144.020614624,F,0.843534529209,not_happy
Love Wins,2019-01-26,Carrie Underwood,86,85.0,83,3,b290c1f2-6ba3-4f2a-b286-0654d2accfc5,danceable,pop,female,not_aggressive,voice,134.98576355,G,0.905649185181,happy
Butterfly Doors,2019-01-26,Lil Pump,89,81.0,81,2,793562ee-e800-477a-b3d9-e627bec044ec,danceable,rhy,female,not_aggressive,voice,129.834945679,A#,0.907352805138,not_happy
Valuable Pain,2019-01-26,YoungBoy Never Broke Again,90,87.0,87,2,00460a52-8abc-4ad8-bdf5-1ac43dccabe4,danceable,hip,male,not_aggressive,voice,172.265899658,F,0.832308828831,not_happy
Blue Tacoma,2019-01-26,Russell Dickerson,91,79.0,52,18,f7ba6b6f-a162-403d-8ceb-764b26d312d1,danceable,roc,male,not_aggressive,voice,161.513839722,A,0.827869057655,happy
Close Friends,2019-01-26,Lil Baby,92,89.0,28,14,5289ec9d-42ba-44ef-b5b6-40d2f0808efb,,,,,,,,,
Ocean Eyes,2019-01-26,Billie Eilish,97,97.0,96,5,15dafb91-e02e-4feb-b183-f5b547cff2f6,,,,,,,,,
Burn Out,2019-01-26,Midland,98,93.0,92,3,f3cc70b6-e05e-432d-9c4d-1f939e1c225f,,,,,,,,,
Splashin,2019-01-26,Rich The Kid,99,,99,1,1512af1b-55e5-4f4a-9c10-542e900199c7,danceable,rhy,male,not_aggressive,voice,99.8042755127,A#,0.919597387314,not_happy
Make It Sweet,2019-01-26,Old Dominion,100,92.0,92,3,d7b4ebdb-7d8a-481a-99fd-36019d7c7ef1,not_danceable,roc,male,not_aggressive,voice,89.9803771973,G,0.869421780109,happy
7 Rings,2019-02-02,Ariana Grande,1,,1,1,7203c23a-5f31-4847-a50e-8a67bb26b43b,,,,,,139.925857544,,0.491832822561,
Without Me,2019-02-02,Halsey,2,1.0,1,16,888bb953-61ed-45e8-9c4f-33c3346dc16f,danceable,rhy,female,not_aggressive,voice,135.955062866,F#,0.790792047977,not_happy
Sunflower (Spider-Man: Into The Spider-Verse),2019-02-02,Post Malone & Swae Lee,3,2.0,1,14,74ce027a-e5a1-47f4-8997-68d89febca3f,,,,,,,,,
"Thank U, Next",2019-02-02,Ariana Grande,4,5.0,1,12,6dcc5517-9b5c-43f8-85f0-f25beb95a293,,,,,,,,,
Sicko Mode,2019-02-02,Travis Scott,5,3.0,1,25,69913c93-47b1-4196-acc9-f492f6db35f5,,,,,,,,,
High Hopes,2019-02-02,Panic! At The Disco,6,4.0,4,25,f3e9f6f4-130c-420f-b90e-aa1bad4263b5,,,,,,,,,
Happier,2019-02-02,Marshmello & Bastille,7,6.0,3,23,623b7611-08d9-4115-acd6-69f734dd3f24,danceable,pop,male,not_aggressive,voice,99.6053237915,A#,0.852668881416,not_happy
Wow.,2019-02-02,Post Malone,8,9.0,8,5,112ff70c-7e9a-46df-9235-e82939575ad0,,,,,,,,,
Drip Too Hard,2019-02-02,Lil Baby & Gunna,10,8.0,4,19,f65108f7-c7ea-4c86-be42-fff229d8cbfb,,,,,,,,,
Eastside,2019-02-02,"benny blanco, Halsey & Khalid",11,11.0,9,28,787087cb-cb94-442d-98dd-2eddc59f1f84,danceable,rhy,female,not_aggressive,voice,89.8307800293,D,0.846083641052,not_happy
Mo Bamba,2019-02-02,Sheck Wes,16,14.0,6,22,25dfa760-3eed-4fdf-9f57-23c3d3a78f4e,danceable,rhy,female,not_aggressive,instrumental,146.001083374,F,0.946316182613,not_happy
Youngblood,2019-02-02,5 Seconds Of Summer,17,16.0,7,34,65a9d41d-9034-49d7-afa8-d7e227742898,,,,,,,,,
Better Now,2019-02-02,Post Malone,20,15.0,3,39,f43c350b-0212-45fd-9d88-6590825a2c3b,,,,,,,,,
Leave Me Alone,2019-02-02,Flipp Dinero,21,21.0,21,19,473f3033-87c5-49db-83df-b751cbb6108d,danceable,rhy,female,not_aggressive,voice,150.245819092,A#,0.787597715855,not_happy
Breathin,2019-02-02,Ariana Grande,22,18.0,12,23,8d04d497-84b3-4a5b-85a1-46948e7f5f72,danceable,pop,female,not_aggressive,instrumental,99.7404251099,F,0.92124080658,not_happy
Better,2019-02-02,Khalid,23,22.0,22,19,5ef726de-68d8-4f74-806c-50d75d105bdb,,,,,,,,,
Shallow,2019-02-02,Lady Gaga & Bradley Cooper,24,24.0,5,17,31efbe4d-0e4c-47a4-9a77-a7e5ad0588f4,,,,,,,,,
Lucid Dreams,2019-02-02,Juice WRLD,25,23.0,2,37,f7f36033-0902-460f-8416-52b1e62f66ce,,,,,,,,,
Middle Child,2019-02-02,J. Cole,26,,26,1,3f48a631-dea1-480d-9433-f3b97e63246a,danceable,rhy,female,not_aggressive,voice,123.875442505,A#,0.805558085442,not_happy
Trip,2019-02-02,Ella Mai,30,29.0,11,25,834fd36c-8813-49fe-8a30-ac0f7cf498bb,,,,,,,,,
Sweet But Psycho,2019-02-02,Ava Max,35,36.0,35,6,c1a2d915-98ea-46cd-950d-adb99b408826,,,,,,,,,
Baby Shark,2019-02-02,Pinkfong,36,37.0,32,4,88383c15-26f1-464e-9d47-768dc62c4937,,,,,,,,,
I Like It,2019-02-02,"Cardi B, Bad Bunny & J Balvin",37,30.0,1,42,93951877-d1ad-4ebd-a41a-3d818d237cca,danceable,hip,male,not_aggressive,instrumental,135.991790771,F,0.845757007599,not_happy
Keanu Reeves,2019-02-02,Logic,38,,38,1,c405af0d-bec2-480c-95f6-d6d4373f0779,danceable,rhy,female,not_aggressive,instrumental,113.232421875,D,0.938509583473,not_happy
You Say,2019-02-02,Lauren Daigle,39,35.0,34,28,e8128e69-1c24-4e0f-8e31-6a4087299ba4,not_danceable,pop,female,not_aggressive,voice,147.918914795,A#,0.700807750225,not_happy
Backin' It Up,2019-02-02,Pardison Fontaine Featuring Cardi B,40,45.0,40,15,737b1774-76b5-428d-a7e8-e6d127f0a2d9,,,,,,,,,
Dancing With A Stranger,2019-02-02,Sam Smith & Normani,41,33.0,33,2,aa243e48-c9f6-4753-8b42-b2342bb8988b,danceable,rhy,male,not_aggressive,voice,102.938369751,F,0.958320140839,not_happy
Beautiful Crazy,2019-02-02,Luke Combs,42,42.0,41,11,6d95ede5-1d26-43b4-b53a-56f2cbe0958b,,,,,,,,,
Crushed Up,2019-02-02,Future,43,59.0,43,3,59e5b069-5736-445d-aec1-8bb8cb4e6b40,danceable,rhy,female,not_aggressive,voice,155.968887329,A#,0.809539139271,not_happy
Look Back At It,2019-02-02,A Boogie Wit da Hoodie,44,40.0,40,7,cc101b68-19c4-4dd2-be11-e4c0438130d4,,,,,,,,,
Envy Me,2019-02-02,Calboy,45,41.0,41,6,fe1d5d7a-0697-4a51-8f5e-1ea68b03dc4d,,,,,,,,,
Sixteen,2019-02-02,Thomas Rhett,49,43.0,42,11,4ac01c59-c53e-433e-8908-ef536a0a97ec,,,,,,,,,
Undecided,2019-02-02,Chris Brown,55,56.0,35,3,82147351-014c-4b3b-aca2-35130e6553ab,danceable,pop,female,not_aggressive,instrumental,123.2605896,A#,0.903828918934,not_happy
Jumpin On A Jet,2019-02-02,Future,57,80.0,57,2,f44e891e-cbfd-4b45-af25-b7a68d011a03,danceable,hip,female,not_aggressive,voice,140.020950317,A#,0.862785875797,not_happy
Good Girl,2019-02-02,Dustin Lynch,58,53.0,44,11,98a1da94-13d9-4bcc-a0bd-820f9598b584,danceable,pop,male,not_aggressive,voice,161.596359253,G,0.903196156025,happy
Uproar,2019-02-02,Lil Wayne,59,49.0,7,17,630854cf-741a-4b68-bc9d-c648862b4180,danceable,hip,male,not_aggressive,voice,98.9849395752,A#,0.930883765221,not_happy
Best Shot,2019-02-02,Jimmie Allen,60,48.0,37,19,1e933b5d-6956-4cb4-9973-03edc2f72356,,,,,,,,,
Ella Quiere Beber,2019-02-02,Anuel AA & Romeo Santos,61,66.0,61,12,3d5c1a12-cd23-472d-96cb-7ca132f470c9,danceable,rhy,female,not_aggressive,instrumental,94.9251174927,G#,0.967547297478,not_happy
Calling My Spirit,2019-02-02,Kodak Black,62,55.0,46,8,4769e118-f401-4ccc-bf3c-daae7b83f370,danceable,rhy,male,not_aggressive,voice,119.952476501,A#,0.343877613544,not_happy
Armed And Dangerous,2019-02-02,Juice WRLD,63,58.0,44,11,80cbf2b8-3a77-40c9-9f3f-95010bbb6ff3,,,,,,,,,
Never Stop,2019-02-02,Future,65,,65,1,cdfd7786-55c6-4f74-bd84-b6fa2f9b073b,danceable,rhy,female,not_aggressive,voice,77.5109710693,A#,0.934012413025,not_happy
Thotiana,2019-02-02,Blueface,66,75.0,66,2,710f99d3-fa5d-4ab0-917d-374358e034c2,danceable,rhy,male,not_aggressive,voice,103.95426178,A#,0.692185342312,not_happy
You,2019-02-02,Jacquees,67,61.0,58,9,38529de4-4b7d-4145-9047-3b2235e253b4,,,,,,,,,
Secreto,2019-02-02,Anuel AA & Karol G,68,,68,1,78556904-b366-459c-9499-76aa2236ea73,danceable,rhy,female,not_aggressive,instrumental,92.005355835,G#,0.914119958878,happy
Millionaire,2019-02-02,Chris Stapleton,73,71.0,67,7,f61c9210-1cbb-4a7a-8e4a-f0531fa0f662,danceable,rhy,male,not_aggressive,voice,142.815734863,A#,0.937531888485,happy
Yosemite,2019-02-02,Travis Scott,74,70.0,25,14,1892f310-8713-47e5-b9a8-06f8d4021ca9,danceable,rhy,female,not_aggressive,voice,128.084762573,F,0.905719935894,not_happy
Saturday Nights,2019-02-02,Khalid & Kane Brown,75,57.0,57,3,51f36195-a888-4487-9a8e-9a03b7042625,not_danceable,rhy,female,not_aggressive,voice,84.0346679688,A#,0.551036953926,not_happy
Temptation,2019-02-02,Future,76,,76,1,394c3944-5c06-4f5f-9a73-a7312b92dcff,,,,,,,,,
Ruin My Life,2019-02-02,Zara Larsson,77,77.0,76,4,78d36ccc-1757-4cbc-a52f-3976a05b8ce4,danceable,pop,female,not_aggressive,voice,124.826942444,B,0.594790995121,not_happy
Take It From Me,2019-02-02,Jordan Davis,78,76.0,69,4,37b94577-62f8-4bab-8c60-6715fb9f9130,danceable,pop,male,not_aggressive,voice,99.9436645508,A#,0.955841362476,not_happy
Rocket Ship,2019-02-02,Future,79,,79,1,80b0addf-37a9-45e7-8c1c-3907b53795f2,danceable,hip,female,not_aggressive,voice,133.979125977,A#,0.928789615631,not_happy
Pure Water,2019-02-02,Mustard & Migos,81,,81,1,775b2382-638a-4bf8-bc72-1e838cd16fd5,danceable,rhy,female,not_aggressive,voice,101.001426697,F,0.91426050663,not_happy
Lovely,2019-02-02,Billie Eilish & Khalid,82,64.0,64,13,1fc545d3-94b6-4a3d-bff3-bb8b861943d6,not_danceable,jaz,female,not_aggressive,voice,114.798667908,E,0.512330889702,happy
F&N,2019-02-02,Future,83,,83,1,e0ad172f-cf3c-4be9-a107-781acf3b649e,danceable,hip,female,not_aggressive,voice,161.886886597,A#,0.965112566948,not_happy
Down To The Honkytonk,2019-02-02,Jake Owen,84,78.0,75,4,59b69ea3-1632-4f7e-bec6-154e8fb556b7,danceable,roc,male,not_aggressive,voice,163.89074707,D#,0.927729904652,happy
Love Someone,2019-02-02,Lukas Graham,86,81.0,81,4,2cf83875-5a44-49a8-94ed-90585358eaab,danceable,pop,female,not_aggressive,voice,85.9204559326,F,0.678650677204,not_happy
When The Party's Over,2019-02-02,Billie Eilish,87,74.0,52,14,fe265667-ad88-4e84-baff-721a4aaa6f8f,,,,,,,,,
Make It Sweet,2019-02-02,Old Dominion,92,100.0,92,4,d7b4ebdb-7d8a-481a-99fd-36019d7c7ef1,not_danceable,roc,male,not_aggressive,voice,89.9803771973,G,0.869421780109,happy
Love Wins,2019-02-02,Carrie Underwood,93,86.0,83,4,b290c1f2-6ba3-4f2a-b286-0654d2accfc5,danceable,pop,female,not_aggressive,voice,134.98576355,G,0.905649185181,happy
Talk To Me,2019-02-02,Tory Lanez & Rich The Kid,94,72.0,43,13,d8fc566e-659f-46ad-b177-436229cc86ca,danceable,rhy,female,not_aggressive,instrumental,79.9510574341,A,0.889330148697,not_happy
Murder On My Mind,2019-02-02,YNW Melly,95,,95,1,fdb154f1-7019-476e-bfa9-b077e1cb1942,danceable,rhy,female,not_aggressive,voice,114.920906067,C,0.745246529579,not_happy
GIRL,2019-02-02,Maren Morris,96,,96,1,21b84faf-c629-4cf7-a535-bfc7a7ef1f00,,,,,,,,,
Imagine,2019-02-02,Ariana Grande,99,,24,5,8f02a55f-7e09-4e69-8e53-7c77b3f1c97d,,,,,,,,,
Call The Coroner,2019-02-02,Future,100,,100,1,8481467f-528b-41a3-8b10-183f16b542dc,danceable,rhy,female,not_aggressive,voice,134.703460693,A#,0.94675475359,happy
7 Rings,2019-02-09,Ariana Grande,1,1.0,1,2,7203c23a-5f31-4847-a50e-8a67bb26b43b,,,,,,139.925857544,,0.491832822561,
Without Me,2019-02-09,Halsey,2,2.0,1,17,e8460878-6581-4d57-9692-aee1d15009e7,,,,,,,,,
Sunflower (Spider-Man: Into The Spider-Verse),2019-02-09,Post Malone & Swae Lee,3,3.0,1,15,74ce027a-e5a1-47f4-8997-68d89febca3f,,,,,,,,,
Middle Child,2019-02-09,J. Cole,4,26.0,4,2,3f48a631-dea1-480d-9433-f3b97e63246a,danceable,rhy,female,not_aggressive,voice,123.875442505,A#,0.805558085442,not_happy
Sicko Mode,2019-02-09,Travis Scott,5,5.0,1,26,69913c93-47b1-4196-acc9-f492f6db35f5,,,,,,,,,
"Thank U, Next",2019-02-09,Ariana Grande,6,4.0,1,13,e360a29c-bd6a-4a5c-8d11-fe9cf56ec22f,,,,,,,,,
