song,artist,this_week,last_week,peak_position,weeks_on_chart
I'm Gonna Make You Love Me,Diana Ross And The Supremes & The Temptations,8,6,2,10
Hang 'Em High,Booker T. & The MG's,9,13,9,14
Can I Change My Mind,Tyrone Davis,10,11,10,8
Hooked On A Feeling,B.J. Thomas,11,8,5,13
If I Can Dream,Elvis Presley,12,12,12,11
This Magic Moment,Jay & The Americans,13,16,13,7
You Showed Me,The Turtles,14,17,14,6
I'm Livin' In Shame,Diana Ross & The Supremes,15,22,15,3
Going Up The Country,Canned Heat,16,15,11,10
Soulful Strut,Young-Holt Unlimited,17,9,3,11
Son-Of-A Preacher Man,Dusty Springfield,18,14,10,11
I've Gotta Be Me,Sammy Davis Jr.,19,24,19,9
Ramblin' Gamblin' Man,Bob Seger System,20,20,20,8
"Baby, Baby Don't Cry",Smokey Robinson & The Miracles,21,28,21,6
Games People Play,Joe South,22,34,22,5
Stand By Your Man,Tammy Wynette,23,19,19,14
There's Gonna Be A Showdown,Archie Bell & The Drells,24,21,21,9
California Soul,The 5th Dimension,25,27,25,8
Take Care Of Your Homework,Johnnie Taylor,26,37,26,4
Lo Mucho Que Te Quiero (The More I Love You),Rene & Rene,27,25,14,12
Proud Mary,Creedence Clearwater Revival,28,55,28,3
Wichita Lineman,Glen Campbell,29,18,3,15
Goodnight My Love,Paul Anka,30,36,30,6
But You Know I Love You,The First Edition,31,44,31,4
Indian Giver,1910 Fruitgum Co.,32,52,32,3
"Sweet Cream Ladies, Forward March",The Box Tops,33,51,33,7
Crossroads,Cream,34,65,34,3
Hey Jude,Wilson Pickett,35,23,23,8
The Beginning Of My End,The Unifics,36,38,36,9
Give It Up Or Turnit A Loose,James Brown,37,42,37,3
Too Weak To Fight,Clarence Carter,38,33,13,14
Does Anybody Know I'm Here,The Dells,39,47,39,7
This Girl's In Love With You,Dionne Warwick,40,92,40,2
"Soul Sister, Brown Sugar",Sam & Dave,41,41,41,8
Home Cookin,Jr. Walker & The All Stars,42,48,42,4
Soulshake,Peggy Scott & Jo Jo Benson,43,46,43,2
Dizzy,Tommy Roe,44,86,44,2
Good Lovin' Ain't Easy To Come By,Marvin Gaye & Tammi Terrell,45,69,45,2
Condition Red,The Goodees,46,54,46,8
Things I'd Like To Say,New Colony Six,47,50,47,7
Are You Happy,Jerry Butler,48,43,39,10
A Minute Of Your Time,Tom Jones,49,49,49,8
Baby Let's Wait,The Royal Guardsmen,50,35,35,13
There'll Come A Time,Betty Everett,51,63,51,4
Daddy Sang Bass,Johnny Cash,52,56,52,7
River Deep-Mountain High,Deep Purple,53,66,53,3
I Got A Line On You,Spirit,54,70,54,4
Riot,Hugh Masekela,55,68,55,5
I Forgot To Be Your Lover,William Bell,56,59,56,6
"Ob-La-Di, Ob-La-Da",Arthur Conley,57,57,51,6
Feelin' So Good (S.k.o.o.b.y-D.o.o),The Archies,58,53,53,7
Woman Helping Man,The Vogues,59,90,59,2
Time Of The Season,The Zombies,60,,60,1
Traces,Classics IV Featuring Dennis Yost,61,,61,1
Rain In My Heart,Frank Sinatra,62,62,62,6
Purple Haze,Dion,63,71,63,3
Not On The Outside,The Moments,64,64,57,7
Tragedy,Brian Hyland,65,72,65,5
Kum Ba Yah,Tommy Leonetti,66,73,66,4
To Susan On The West Coast Waiting,Donovan,67,,67,1
Let It Be Me,Glen Campbell & Bobbie Gentry,68,87,68,3
You Gave Me A Mountain,Frankie Laine,69,,69,1
May I,Bill Deal & The Rhondels,70,79,70,4
Sophisticated Cissy,The Meters,71,,71,1
This Old Heart Of Mine (Is Weak For You),Tammi Terrell,72,67,67,4
30-60-90,Willie Mitchell,73,74,73,2
Bubble Gum Music,Rock & Roll Double Bubble,74,81,74,4
Getting The Corners,The T.S.U. Toronadoes,75,77,75,4
Hey! Baby,Jose Feliciano,76,80,76,3
If It Wasn't For Bad Luck,Ray Charles & Jimmy Lewis,77,78,77,6
The Grooviest Girl In The World,The Fun And Games,78,84,78,4
The Greatest Love,Dorsey Burnette,79,82,79,3
Almost Persuaded,Etta James,80,85,79,4
Long Line Rider,Bobby Darin,81,,81,1
Poor Side Of Town,Al Wilson,82,75,75,4
Cloud Nine,Mongo Santamaria,83,100,83,2
Mendocino,Sir Douglas Quintet,84,91,84,4
Someday Soon,Judy Collins,85,97,85,2
Honey (I Miss You),O.C. Smith,86,,86,1
My World Is Empty Without You,Jose Feliciano,87,,87,1
Johnny One Time,Brenda Lee,88,,88,1
Grits Ain't Groceries (All Around The World),Little Milton,89,89,89,2
Heaven,The Rascals,90,,90,1
Me About You,The Lovin' Spoonful,91,,91,1
The Carroll County Accident,Porter Wagoner,92,93,92,3
Witchi Tai To,Everything Is Everything,93,,93,1
Do Your Thing,The Watts 103rd Street Rhythm Band,94,95,94,2
My Special Prayer,Percy Sledge,95,96,95,2
"The Tra La La Song (One Banana, Two Banana)",The Banana Splits,96,,96,1
Great Balls Of Fire,Tiny Tim,97,,97,1
Glad She's A Woman,Bobby Goldsboro,98,,98,1
Try A Little Tenderness,Three Dog Night,99,,99,1
Only The Lonely,Sonny James,100,,100,1
Everyday People,Sly & The Family Stone,1,2,1,12
Crimson And Clover,Tommy James And The Shondells,2,1,1,10
Touch Me,The Doors,3,4,3,8
Build Me Up Buttercup,The Foundations,4,5,4,7
Worst That Could Happen,Brooklyn Bridge,5,3,3,9
Can I Change My Mind,Tyrone Davis,6,10,6,9
You Showed Me,The Turtles,7,14,7,7
I Heard It Through The Grapevine,Marvin Gaye,8,7,1,13
Hang 'Em High,Booker T. & The MG's,9,9,9,15
I'm Gonna Make You Love Me,Diana Ross And The Supremes & The Temptations,10,8,2,11
I'm Livin' In Shame,Diana Ross & The Supremes,11,15,11,4
This Magic Moment,Jay & The Americans,12,13,12,8
I Started A Joke,Bee Gees,13,6,6,9
"Baby, Baby Don't Cry",Smokey Robinson & The Miracles,14,21,14,7
Games People Play,Joe South,15,22,15,6
If I Can Dream,Elvis Presley,16,12,12,12
Ramblin' Gamblin' Man,Bob Seger System,17,20,17,9
Soulful Strut,Young-Holt Unlimited,18,17,3,12
I've Gotta Be Me,Sammy Davis Jr.,19,19,19,10
Give It Up Or Turnit A Loose,James Brown,20,37,20,4
Proud Mary,Creedence Clearwater Revival,21,28,21,4
Hooked On A Feeling,B.J. Thomas,22,11,5,14
Take Care Of Your Homework,Johnnie Taylor,23,26,23,5
Stand By Your Man,Tammy Wynette,24,23,19,15
There's Gonna Be A Showdown,Archie Bell & The Drells,25,24,21,10
This Girl's In Love With You,Dionne Warwick,26,40,26,3
Indian Giver,1910 Fruitgum Co.,27,32,27,4
Goodnight My Love,Paul Anka,28,30,28,7
But You Know I Love You,The First Edition,29,31,29,5
There'll Come A Time,Betty Everett,30,51,30,5
Things I'd Like To Say,New Colony Six,31,47,31,8
Crossroads,Cream,32,34,32,4
"Sweet Cream Ladies, Forward March",The Box Tops,33,33,33,8
Son-Of-A Preacher Man,Dusty Springfield,34,18,10,12
California Soul,The 5th Dimension,35,25,25,9
Good Lovin' Ain't Easy To Come By,Marvin Gaye & Tammi Terrell,36,45,36,3
Going Up The Country,Canned Heat,37,16,11,11
Does Anybody Know I'm Here,The Dells,38,39,38,8
Dizzy,Tommy Roe,39,44,39,3
Soulshake,Peggy Scott & Jo Jo Benson,40,43,40,3
Hey Jude,Wilson Pickett,41,35,23,9
Home Cookin,Jr. Walker & The All Stars,42,42,42,5
The Beginning Of My End,The Unifics,43,36,36,10
Too Weak To Fight,Clarence Carter,44,38,13,15
Daddy Sang Bass,Johnny Cash,45,52,45,8
Traces,Classics IV Featuring Dennis Yost,46,61,46,2
I Forgot To Be Your Lover,William Bell,47,56,47,7
A Minute Of Your Time,Tom Jones,48,49,48,9
"Soul Sister, Brown Sugar",Sam & Dave,49,41,41,9
My Whole World Ended (The Moment You Left Me),David Ruffin,50,,50,1
Woman Helping Man,The Vogues,51,59,51,3
Time Of The Season,The Zombies,52,60,52,2
River Deep-Mountain High,Deep Purple,53,53,53,4
I Got A Line On You,Spirit,54,54,54,5
Riot,Hugh Masekela,55,55,55,6
Condition Red,The Goodees,56,46,46,9
To Susan On The West Coast Waiting,Donovan,57,67,57,2
May I,Bill Deal & The Rhondels,58,70,58,5
Heaven,The Rascals,59,90,59,2
Let It Be Me,Glen Campbell & Bobbie Gentry,60,68,60,4
Kum Ba Yah,Tommy Leonetti,61,66,61,5
Tragedy,Brian Hyland,62,65,62,6
Purple Haze,Dion,63,63,63,4
Sophisticated Cissy,The Meters,64,71,64,2
You Gave Me A Mountain,Frankie Laine,65,69,65,2
Feelin' So Good (S.k.o.o.b.y-D.o.o),The Archies,66,58,53,8
Cloud Nine,Mongo Santamaria,67,83,67,3
Do Your Thing,The Watts 103rd Street Rhythm Band,68,94,68,3
30-60-90,Willie Mitchell,69,73,69,3
"Run Away Child, Running Wild",The Temptations,70,,70,1
Hey! Baby,Jose Feliciano,71,76,71,4
Witchi Tai To,Everything Is Everything,72,93,72,2
Grits Ain't Groceries (All Around The World),Little Milton,73,89,73,3
The Greatest Love,Dorsey Burnette,74,79,74,4
Getting The Corners,The T.S.U. Toronadoes,75,75,75,5
Honey (I Miss You),O.C. Smith,76,86,76,2
I Don't Know Why,Stevie Wonder,77,,77,1
Someday Soon,Judy Collins,78,85,78,3
Almost Persuaded,Etta James,79,80,79,5
Mendocino,Sir Douglas Quintet,80,84,80,5
Long Line Rider,Bobby Darin,81,81,81,2
"Mr. Sun, Mr. Moon",Paul Revere & The Raiders Featuring Mark Lindsay,82,,82,1
Lovin' Things,The Grass Roots,83,,83,1
Hot Smoke & Sasafrass,The Bubble Puppy,84,,84,1
Johnny One Time,Brenda Lee,85,88,85,2
Maybe Tomorrow,The Iveys,86,,86,1
Hello It's Me,Nazz,87,,87,1
Great Balls Of Fire,Tiny Tim,88,97,88,2
No Not Much,The Smoke Ring,89,,89,1
Glad She's A Woman,Bobby Goldsboro,90,98,90,2
Me About You,The Lovin' Spoonful,91,91,91,2
The Carroll County Accident,Porter Wagoner,92,92,92,4
My Special Prayer,Percy Sledge,93,95,93,3
Only The Lonely,Sonny James,94,100,94,2
Anything You Choose,Spanky And Our Gang,95,,95,1
Try A Little Tenderness,Three Dog Night,96,99,96,2
Switch It On,Cliff Nobles & Co.,97,,97,1
I Like What You're Doing (To Me),Carla Thomas,98,,98,1
I Don't Want To Cry,Ruby Winters,99,,99,1
Twenty-Five Miles,Edwin Starr,100,,100,1
Everyday People,Sly & The Family Stone,1,1,1,13
Crimson And Clover,Tommy James And The Shondells,2,2,1,11
Build Me Up Buttercup,The Foundations,3,4,3,8
Touch Me,The Doors,4,3,3,9
Can I Change My Mind,Tyrone Davis,5,6,5,10
Worst That Could Happen,Brooklyn Bridge,6,5,3,10
You Showed Me,The Turtles,7,7,7,8
This Magic Moment,Jay & The Americans,8,12,8,9
Proud Mary,Creedence Clearwater Revival,9,21,9,5
I'm Livin' In Shame,Diana Ross & The Supremes,10,11,10,5
"Baby, Baby Don't Cry",Smokey Robinson & The Miracles,11,14,11,8
Hang 'Em High,Booker T. & The MG's,12,9,9,16
Games People Play,Joe South,13,15,13,7
I'm Gonna Make You Love Me,Diana Ross And The Supremes & The Temptations,14,10,2,12
I Heard It Through The Grapevine,Marvin Gaye,15,8,1,14
I Started A Joke,Bee Gees,16,13,6,10
Ramblin' Gamblin' Man,Bob Seger System,17,17,17,10
I've Gotta Be Me,Sammy Davis Jr.,18,19,18,11
Give It Up Or Turnit A Loose,James Brown,19,20,19,5
Take Care Of Your Homework,Johnnie Taylor,20,23,20,6
This Girl's In Love With You,Dionne Warwick,21,26,21,4
Hooked On A Feeling,B.J. Thomas,22,22,5,15
Traces,Classics IV Featuring Dennis Yost,23,46,23,3
Indian Giver,1910 Fruitgum Co.,24,27,24,5
Dizzy,Tommy Roe,25,39,25,4
But You Know I Love You,The First Edition,26,29,26,6
Goodnight My Love,Paul Anka,27,28,27,8
"Sweet Cream Ladies, Forward March",The Box Tops,28,33,28,9
Crossroads,Cream,29,32,29,5
There'll Come A Time,Betty Everett,30,30,30,6
Things I'd Like To Say,New Colony Six,31,31,31,9
There's Gonna Be A Showdown,Archie Bell & The Drells,32,25,21,11
Soulful Strut,Young-Holt Unlimited,33,18,3,13
Stand By Your Man,Tammy Wynette,34,24,19,16
Good Lovin' Ain't Easy To Come By,Marvin Gaye & Tammi Terrell,35,36,35,4
If I Can Dream,Elvis Presley,36,16,12,13
Time Of The Season,The Zombies,37,52,37,3
"Run Away Child, Running Wild",The Temptations,38,70,38,2
Soulshake,Peggy Scott & Jo Jo Benson,39,40,39,4
My Whole World Ended (The Moment You Left Me),David Ruffin,40,50,40,2
Heaven,The Rascals,41,59,41,3
Daddy Sang Bass,Johnny Cash,42,45,42,9
I Got A Line On You,Spirit,43,54,43,6
Does Anybody Know I'm Here,The Dells,44,38,38,9
I Forgot To Be Your Lover,William Bell,45,47,45,8
May I,Bill Deal & The Rhondels,46,58,46,6
Honey (I Miss You),O.C. Smith,47,76,47,3
A Minute Of Your Time,Tom Jones,48,48,48,10
Cloud Nine,Mongo Santamaria,49,67,49,4
To Susan On The West Coast Waiting,Donovan,50,57,50,3
Woman Helping Man,The Vogues,51,51,51,4
The Weight,Aretha Franklin,52,,52,1
Home Cookin,Jr. Walker & The All Stars,53,42,42,6
River Deep-Mountain High,Deep Purple,54,53,53,5
You Gave Me A Mountain,Frankie Laine,55,65,55,3
Condition Red,The Goodees,56,56,46,10
Someday Soon,Judy Collins,57,78,57,4
Let It Be Me,Glen Campbell & Bobbie Gentry,58,60,58,5
Riot,Hugh Masekela,59,55,55,7
Kum Ba Yah,Tommy Leonetti,60,61,60,6
"Mr. Sun, Mr. Moon",Paul Revere & The Raiders Featuring Mark Lindsay,61,82,61,2
Tragedy,Brian Hyland,62,62,62,7
Sophisticated Cissy,The Meters,63,64,63,3
Glad She's A Woman,Bobby Goldsboro,64,90,64,3
Hot Smoke & Sasafrass,The Bubble Puppy,65,84,65,2
Do Your Thing,The Watts 103rd Street Rhythm Band,66,68,66,4
The Greatest Love,Dorsey Burnette,67,74,67,5
I Don't Know Why,Stevie Wonder,68,77,68,2
Lovin' Things,The Grass Roots,69,83,69,2
Mendocino,Sir Douglas Quintet,70,80,70,6
Hey! Baby,Jose Feliciano,71,71,71,5
Witchi Tai To,Everything Is Everything,72,72,72,3
Grits Ain't Groceries (All Around The World),Little Milton,73,73,73,4
30-60-90,Willie Mitchell,74,69,69,4
Maybe Tomorrow,The Iveys,75,86,75,2
Getting The Corners,The T.S.U. Toronadoes,76,75,75,6
Hello It's Me,Nazz,77,87,77,2
Johnny One Time,Brenda Lee,78,85,78,3
Long Line Rider,Bobby Darin,79,81,79,3
Somebody Loves You,The Delfonics,80,,80,1
Soul Experience,Iron Butterfly,81,,81,1
Apricot Brandy,Rhinoceros,82,,82,1
The Letter,The Arbors,83,,83,1
Am I The Same Girl,Barbara Acklin,84,,84,1
Great Balls Of Fire,Tiny Tim,85,88,85,3
No Not Much,The Smoke Ring,86,89,86,2
Tear Drop City,The Monkees,87,,87,1
Anything You Choose,Spanky And Our Gang,88,95,88,2
Try A Little Tenderness,Three Dog Night,89,96,89,3
Back Door Man,Derek,90,,90,1
Long Green,The Fireballs,91,,91,1
Only The Lonely,Sonny James,92,94,92,3
My Special Prayer,Percy Sledge,93,93,93,4
Twenty-Five Miles,Edwin Starr,94,100,94,2
I Like What You're Doing (To Me),Carla Thomas,95,98,95,2
Switch It On,Cliff Nobles & Co.,96,97,96,2
I Don't Want To Cry,Ruby Winters,97,99,97,2
I Do Love You,Billy Stewart,98,,26,11
These Are Not My People,Johnny Rivers,99,,99,1
Brother Love's Travelling Salvation Show,Neil Diamond,100,,100,1
Everyday People,Sly & The Family Stone,1,1,1,14
Crimson And Clover,Tommy James And The Shondells,2,2,1,12
Build Me Up Buttercup,The Foundations,3,3,3,9
Touch Me,The Doors,4,4,3,10
Proud Mary,Creedence Clearwater Revival,5,9,5,6
You Showed Me,The Turtles,6,7,6,9
This Magic Moment,Jay & The Americans,7,8,7,10
"Baby, Baby Don't Cry",Smokey Robinson & The Miracles,8,11,8,9
Worst That Could Happen,Brooklyn Bridge,9,6,3,11
Dizzy,Tommy Roe,10,25,10,5
This Girl's In Love With You,Dionne Warwick,11,21,11,5
I'm Livin' In Shame,Diana Ross & The Supremes,12,10,10,6
Games People Play,Joe South,13,13,13,8
Can I Change My Mind,Tyrone Davis,14,5,5,11
I've Gotta Be Me,Sammy Davis Jr.,15,18,15,12
Indian Giver,1910 Fruitgum Co.,16,24,16,6
Ramblin' Gamblin' Man,Bob Seger System,17,17,17,11
Give It Up Or Turnit A Loose,James Brown,18,19,18,6
Traces,Classics IV Featuring Dennis Yost,19,23,19,4
Hang 'Em High,Booker T. & The MG's,20,12,9,17
But You Know I Love You,The First Edition,21,26,21,7
"Run Away Child, Running Wild",The Temptations,22,38,22,3
My Whole World Ended (The Moment You Left Me),David Ruffin,23,40,23,3
Things I'd Like To Say,New Colony Six,24,31,24,10
Time Of The Season,The Zombies,25,37,25,4
There'll Come A Time,Betty Everett,26,30,26,7
Take Care Of Your Homework,Johnnie Taylor,27,20,20,7
I Heard It Through The Grapevine,Marvin Gaye,28,15,1,15
Crossroads,Cream,29,29,29,6
Goodnight My Love,Paul Anka,30,27,27,9
I'm Gonna Make You Love Me,Diana Ross And The Supremes & The Temptations,31,14,2,13
Good Lovin' Ain't Easy To Come By,Marvin Gaye & Tammi Terrell,32,35,32,5
I Started A Joke,Bee Gees,33,16,6,11
The Weight,Aretha Franklin,34,52,34,2
To Susan On The West Coast Waiting,Donovan,35,50,35,4
Hooked On A Feeling,B.J. Thomas,36,22,5,16
Soulshake,Peggy Scott & Jo Jo Benson,37,39,37,5
"Sweet Cream Ladies, Forward March",The Box Tops,38,28,28,10
Heaven,The Rascals,39,41,39,4
You Gave Me A Mountain,Frankie Laine,40,55,40,4
"Mr. Sun, Mr. Moon",Paul Revere & The Raiders Featuring Mark Lindsay,41,61,41,3
I Got A Line On You,Spirit,42,43,42,7
I Don't Know Why,Stevie Wonder,43,68,43,3
May I,Bill Deal & The Rhondels,44,46,44,7
Cloud Nine,Mongo Santamaria,45,49,45,5
Honey (I Miss You),O.C. Smith,46,47,46,4
Woman Helping Man,The Vogues,47,51,47,5
Daddy Sang Bass,Johnny Cash,48,42,42,10
Mendocino,Sir Douglas Quintet,49,70,49,7
Sophisticated Cissy,The Meters,50,63,50,4
Let It Be Me,Glen Campbell & Bobbie Gentry,51,58,51,6
I Forgot To Be Your Lover,William Bell,52,45,45,9
Lovin' Things,The Grass Roots,53,69,53,3
Hot Smoke & Sasafrass,The Bubble Puppy,54,65,54,3
Kum Ba Yah,Tommy Leonetti,55,60,55,7
Tragedy,Brian Hyland,56,62,56,8
Someday Soon,Judy Collins,57,57,57,5
Do Your Thing,The Watts 103rd Street Rhythm Band,58,66,58,5
Riot,Hugh Masekela,59,59,55,8
Condition Red,The Goodees,60,56,46,11
Glad She's A Woman,Bobby Goldsboro,61,64,61,4
Try A Little Tenderness,Three Dog Night,62,89,62,4
Rock Me,Steppenwolf,63,,63,1
Who's Making Love,Young-Holt Unlimited,64,,64,1
When He Touches Me (Nothing Else Matters),Peaches & Herb,65,,65,1
Twenty-Five Miles,Edwin Starr,66,94,66,3
The Greatest Love,Dorsey Burnette,67,67,67,6
Tear Drop City,The Monkees,68,87,68,2
Witchi Tai To,Everything Is Everything,69,72,69,4
Only The Strong Survive,Jerry Butler,70,,70,1
A Lover's Question,Otis Redding,71,,71,1
The Letter,The Arbors,72,83,72,2
Maybe Tomorrow,The Iveys,73,75,73,3
30-60-90,Willie Mitchell,74,74,69,5
Johnny One Time,Brenda Lee,75,78,75,4
Grits Ain't Groceries (All Around The World),Little Milton,76,73,73,5
Hello It's Me,Nazz,77,77,77,3
Soul Experience,Iron Butterfly,78,81,78,2
Somebody Loves You,The Delfonics,79,80,79,2
Apricot Brandy,Rhinoceros,80,82,80,2
These Are Not My People,Johnny Rivers,81,99,81,2
Am I The Same Girl,Barbara Acklin,82,84,82,2
Brother Love's Travelling Salvation Show,Neil Diamond,83,100,83,2
Back Door Man,Derek,84,90,84,2
No Not Much,The Smoke Ring,85,86,85,3
Anything You Choose,Spanky And Our Gang,86,88,86,3
Galveston,Glen Campbell,87,,87,1
Don't Forget About Me,Dusty Springfield,88,,88,1
I Like What You're Doing (To Me),Carla Thomas,89,95,89,3
Snatching It Back,Clarence Carter,90,,90,1
Long Green,The Fireballs,91,91,91,2
Only The Lonely,Sonny James,92,92,92,4
Switch It On,Cliff Nobles & Co.,93,96,93,3
Gimme Gimme Good Lovin',Crazy Elephant,94,,94,1
You've Made Me So Very Happy,"Blood, Sweat & Tears",95,,95,1
Sweeter Than Sugar,Ohio Express,96,,96,1
Day After Day (It's Slippin' Away),Shango,97,,97,1
I Do Love You,Billy Stewart,98,98,26,12
Give It Away,The Chi-lites,99,,99,1
The Way It Used To Be,Engelbert Humperdinck,100,,100,1
Everyday People,Sly & The Family Stone,1,1,1,15
Proud Mary,Creedence Clearwater Revival,2,5,2,7
Build Me Up Buttercup,The Foundations,3,3,3,10
Dizzy,Tommy Roe,4,10,4,6
Crimson And Clover,Tommy James And The Shondells,5,2,1,13
This Magic Moment,Jay & The Americans,6,7,6,11
This Girl's In Love With You,Dionne Warwick,7,11,7,6
"Baby, Baby Don't Cry",Smokey Robinson & The Miracles,8,8,8,10
Touch Me,The Doors,9,4,3,11
Indian Giver,1910 Fruitgum Co.,10,16,10,7
I've Gotta Be Me,Sammy Davis Jr.,11,15,11,13
"Run Away Child, Running Wild",The Temptations,12,22,12,4
Games People Play,Joe South,13,13,13,9
Can I Change My Mind,Tyrone Davis,14,14,5,12
Give It Up Or Turnit A Loose,James Brown,15,18,15,7
My Whole World Ended (The Moment You Left Me),David Ruffin,16,23,16,4
Traces,Classics IV Featuring Dennis Yost,17,19,17,5
You Showed Me,The Turtles,18,6,6,10
But You Know I Love You,The First Edition,19,21,19,8
Time Of The Season,The Zombies,20,25,20,5
I'm Livin' In Shame,Diana Ross & The Supremes,21,12,10,7
Worst That Could Happen,Brooklyn Bridge,22,9,3,12
Things I'd Like To Say,New Colony Six,23,24,23,11
The Weight,Aretha Franklin,24,34,24,3
Ramblin' Gamblin' Man,Bob Seger System,25,17,17,12
There'll Come A Time,Betty Everett,26,26,26,8
Hang 'Em High,Booker T. & The MG's,27,20,9,18
Crossroads,Cream,28,29,28,7
Take Care Of Your Homework,Johnnie Taylor,29,27,20,8
Good Lovin' Ain't Easy To Come By,Marvin Gaye & Tammi Terrell,30,32,30,6
Only The Strong Survive,Jerry Butler,31,70,31,2
Cloud Nine,Mongo Santamaria,32,45,32,6
Goodnight My Love,Paul Anka,33,30,27,10
"Sweet Cream Ladies, Forward March",The Box Tops,34,38,28,11
To Susan On The West Coast Waiting,Donovan,35,35,35,5
Let It Be Me,Glen Campbell & Bobbie Gentry,36,51,36,7
I Got A Line On You,Spirit,37,42,37,8
You Gave Me A Mountain,Frankie Laine,38,40,38,5
Heaven,The Rascals,39,39,39,5
"Mr. Sun, Mr. Moon",Paul Revere & The Raiders Featuring Mark Lindsay,40,41,40,4
Sophisticated Cissy,The Meters,41,50,41,5
I Don't Know Why,Stevie Wonder,42,43,42,4
May I,Bill Deal & The Rhondels,43,44,43,8
Honey (I Miss You),O.C. Smith,44,46,44,5
Mendocino,Sir Douglas Quintet,45,49,45,8
Soulshake,Peggy Scott & Jo Jo Benson,46,37,37,6
Galveston,Glen Campbell,47,87,47,2
Rock Me,Steppenwolf,48,63,48,2
Lovin' Things,The Grass Roots,49,53,49,4
Hot Smoke & Sasafrass,The Bubble Puppy,50,54,50,4
Do Your Thing,The Watts 103rd Street Rhythm Band,51,58,51,6
Twenty-Five Miles,Edwin Starr,52,66,52,4
A Lover's Question,Otis Redding,53,71,53,2
Kum Ba Yah,Tommy Leonetti,54,55,54,8
Someday Soon,Judy Collins,55,57,55,6
Tragedy,Brian Hyland,56,56,56,9
Who's Making Love,Young-Holt Unlimited,57,64,57,2
Woman Helping Man,The Vogues,58,47,47,6
Johnny One Time,Brenda Lee,59,75,59,5
Try A Little Tenderness,Three Dog Night,60,62,60,5
Glad She's A Woman,Bobby Goldsboro,61,61,61,5
Tear Drop City,The Monkees,62,68,62,3
When He Touches Me (Nothing Else Matters),Peaches & Herb,63,65,63,2
These Are Not My People,Johnny Rivers,64,81,64,3
Brother Love's Travelling Salvation Show,Neil Diamond,65,83,65,3
You've Made Me So Very Happy,"Blood, Sweat & Tears",66,95,66,2
Blessed Is The Rain,The Brooklyn Bridge Featuring Johnny Maestro,67,,67,1
