song,artist,this_week,last_week,peak_position,weeks_on_chart
Under The Sun,"Dreamville Featuring J. Cole, Lute & DaBaby",88,66,44,3
Southbound,Carrie Underwood,89,96,89,2
Mood 4 Eva,"Beyonce, JAY-Z & Childish Gambino Featuring Oumou Sangare",90,,90,1
Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,91,,19,8
Love Ain't,Eli Young Band,92,94,50,15
Baguettes In The Face,"Mustard featuring NAV, Playboi Carti & A Boogie Wit da Hoodie",93,89,89,2
Ballin',Mustard & Roddy Ricch,94,,94,1
Calma,Pedro Capo X Farruko,95,86,71,19
Que Pretendes,J Balvin & Bad Bunny,96,97,65,4
Sanguine Paradise,Lil Uzi Vert,97,95,28,15
Tip Of My Tongue,Kenny Chesney,98,83,83,2
South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B,99,53,53,2
MEGATRON,Nicki Minaj,100,,20,4
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,1,22
Bad Guy,Billie Eilish,2,2,2,18
Senorita,Shawn Mendes & Camila Cabello,3,3,2,6
Truth Hurts,Lizzo,4,5,4,13
Talk,Khalid,5,4,3,25
No Guidance,Chris Brown Featuring Drake,6,11,6,8
I Don't Care,Ed Sheeran & Justin Bieber,7,6,2,12
Goodbyes,Post Malone Featuring Young Thug,8,7,3,4
Sucker,Jonas Brothers,9,8,1,22
Ran$om,Lil Tecca,10,19,10,9
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,11,9,1,41
If I Can't Have You,Shawn Mendes,12,10,2,13
Money In The Grave,Drake Featuring Rick Ross,13,13,7,7
Suge,DaBaby,14,12,7,18
The Git Up,Blanco Brown,15,14,14,8
You Need To Calm Down,Taylor Swift,16,15,2,7
"Hey Look Ma, I Made It",Panic! At The Disco,17,16,16,16
Someone You Loved,Lewis Capaldi,18,20,18,12
Dancing With A Stranger,Sam Smith & Normani,19,17,7,29
Wow.,Post Malone,20,18,2,32
Beer Never Broke My Heart,Luke Combs,21,24,21,13
Without Me,Halsey,22,22,1,43
Beautiful People,Ed Sheeran Featuring Khalid,23,25,19,5
God's Country,Blake Shelton,24,21,17,18
Happier,Marshmello & Bastille,25,27,2,50
Speechless,Dan + Shay,26,30,24,32
Pop Out,Polo G Featuring Lil Tjay,27,26,11,19
The London,"Young Thug, J. Cole & Travis Scott",28,23,12,10
Never Really Over,Katy Perry,29,32,15,9
7 Rings,Ariana Grande,30,33,1,28
Panini,Lil Nas X,31,28,16,6
High Hopes,Panic! At The Disco,32,34,4,52
Sweet But Psycho,Ava Max,33,31,10,33
Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",34,79,34,8
Whiskey Glasses,Morgan Wallen,35,35,17,22
Shotta Flow,NLE Choppa,36,36,36,15
Knockin' Boots,Luke Bryan,37,38,37,14
My Type,Saweetie,38,37,37,5
Gold Roses,Rick Ross Featuring Drake,39,,39,1
How Do You Sleep?,Sam Smith,40,29,29,2
Baby,Lil Baby & DaBaby,41,42,41,2
Cash Shit,Megan Thee Stallion Featuring DaBaby,42,51,42,6
All To Myself,Dan + Shay,43,41,41,13
China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",44,52,44,2
Better,Khalid,45,43,8,46
Rearview Town,Jason Aldean,46,54,46,10
Shallow,Lady Gaga & Bradley Cooper,47,47,1,44
Going Bad,Meek Mill Featuring Drake,48,45,6,35
Clout,Offset Featuring Cardi B,49,50,39,17
Sicko Mode,Travis Scott,50,46,1,52
The Ones That Didn't Make It Back Home,Justin Moore,51,68,51,7
Callaita,Bad Bunny & Tainy,52,55,52,8
Worth It,YK Osiris,53,53,52,24
Go Loko,"YG, Tyga & Jon Z",54,56,49,13
One Thing Right,Marshmello & Kane Brown,55,60,55,6
Just Us,DJ Khaled Featuring SZA,56,57,43,11
Easier,5 Seconds Of Summer,57,64,48,10
Hot Shower,Chance The Rapper Featuring MadeinTYO & DaBaby,58,,58,1
Some Of It,Eric Church,59,59,43,10
Trampoline,SHAED,60,67,60,9
ME!,Taylor Swift Featuring Brendon Urie,61,58,2,15
Raised On Country,Chris Young,62,71,62,9
Talk You Out Of It,Florida Georgia Line,63,65,63,24
Single Again,Big Sean,64,,64,1
Call You Mine,The Chainsmokers & Bebe Rexha,65,66,65,9
Press,Cardi B,66,63,16,9
Time,NF,67,,67,2
EARFQUAKE,"Tyler, The Creator",68,70,13,11
Takeaway,The Chainsmokers & ILLENIUM Featuring Lennon Stella,69,,69,1
Only Human,Jonas Brothers,70,78,70,7
Soltera,"Lunay, Daddy Yankee & Bad Bunny",71,74,71,12
Rodeo,Lil Nas X & Cardi B Or Nas,72,73,22,6
I Don't Know About You,Chris Lane,73,86,73,4
Hate Me,Ellie Goulding & Juice WRLD,74,82,74,2
It's You,Ali Gatie,75,72,70,7
Lalala,Y2K & bbno$,76,77,68,5
Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,77,61,25,10
Antisocial,Ed Sheeran & Travis Scott,78,62,37,3
The Archer,Taylor Swift,79,69,69,2
No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",80,83,80,4
Southbound,Carrie Underwood,81,89,81,3
Living,Dierks Bentley,82,,82,1
La La Land,Bryce Vine Featuring YG,83,75,75,9
24/7,Meek Mill Featuring Ella Mai,84,80,54,17
Leave Me Alone,NF,85,,85,1
The Search,NF,86,,70,2
Before I Let Go,Beyonce,87,85,65,15
Baguettes In The Face,"Mustard featuring NAV, Playboi Carti & A Boogie Wit da Hoodie",88,93,88,3
Daddy,Blueface & Rich The Kid,89,,89,1
Tap,NAV Featuring Meek Mill,90,87,87,8
Love Ain't,Eli Young Band,91,92,50,16
MEGATRON,Nicki Minaj,92,100,20,5
Ballin',Mustard & Roddy Ricch,93,94,93,2
All Day Long,Chance The Rapper Featuring John Legend,94,,94,1
Do You Remember,Chance The Rapper Featuring Death Cab For Cutie,95,,95,1
Calma,Pedro Capo X Farruko,96,95,71,20
Cool,Jonas Brothers,97,84,27,17
Tip Of My Tongue,Kenny Chesney,98,98,83,3
What If I Never Get Over You,Lady Antebellum,99,,86,2
Nightmare,Halsey,100,81,15,11
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,1,23
Bad Guy,Billie Eilish,2,2,2,19
Senorita,Shawn Mendes & Camila Cabello,3,3,2,7
Truth Hurts,Lizzo,4,4,4,14
Talk,Khalid,5,5,3,26
No Guidance,Chris Brown Featuring Drake,6,6,6,9
I Don't Care,Ed Sheeran & Justin Bieber,7,7,2,13
Boyfriend,Ariana Grande & Social House,8,,8,1
Goodbyes,Post Malone Featuring Young Thug,9,8,3,5
Ran$om,Lil Tecca,10,10,10,10
If I Can't Have You,Shawn Mendes,11,12,2,14
Sucker,Jonas Brothers,12,9,1,23
Money In The Grave,Drake Featuring Rick Ross,13,13,7,8
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,14,11,1,42
Suge,DaBaby,15,14,7,19
The Git Up,Blanco Brown,16,15,14,9
Someone You Loved,Lewis Capaldi,17,18,17,13
You Need To Calm Down,Taylor Swift,18,16,2,8
"Hey Look Ma, I Made It",Panic! At The Disco,19,17,16,17
Dancing With A Stranger,Sam Smith & Normani,20,19,7,30
Beer Never Broke My Heart,Luke Combs,21,21,21,14
Beautiful People,Ed Sheeran Featuring Khalid,22,23,19,6
Wow.,Post Malone,23,20,2,33
Without Me,Halsey,24,22,1,44
Pop Out,Polo G Featuring Lil Tjay,25,27,11,20
Happier,Marshmello & Bastille,26,25,2,51
The London,"Young Thug, J. Cole & Travis Scott",27,28,12,11
Speechless,Dan + Shay,28,26,24,33
God's Country,Blake Shelton,29,24,17,19
7 Rings,Ariana Grande,30,30,1,29
Panini,Lil Nas X,31,31,16,7
Knockin' Boots,Luke Bryan,32,37,32,15
All To Myself,Dan + Shay,33,43,33,14
Sweet But Psycho,Ava Max,34,33,10,34
My Type,Saweetie,35,38,35,6
Whiskey Glasses,Morgan Wallen,36,35,17,23
How Do You Sleep?,Sam Smith,37,40,29,3
Never Really Over,Katy Perry,38,29,15,10
Shotta Flow,NLE Choppa,39,36,36,16
Rearview Town,Jason Aldean,40,46,40,11
Cash Shit,Megan Thee Stallion Featuring DaBaby,41,42,41,7
Better,Khalid,42,45,8,47
China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",43,44,43,3
Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",44,34,34,9
Baby,Lil Baby & DaBaby,45,41,41,3
The Ones That Didn't Make It Back Home,Justin Moore,46,51,46,8
Going Bad,Meek Mill Featuring Drake,47,48,6,36
Worth It,YK Osiris,48,53,48,25
Shallow,Lady Gaga & Bradley Cooper,49,47,1,45
Clout,Offset Featuring Cardi B,50,49,39,18
Go Loko,"YG, Tyga & Jon Z",51,54,49,14
Trampoline,SHAED,52,60,52,10
Callaita,Bad Bunny & Tainy,53,52,52,9
Raised On Country,Chris Young,54,62,54,10
Easier,5 Seconds Of Summer,55,57,48,11
Call You Mine,The Chainsmokers & Bebe Rexha,56,65,56,10
Talk You Out Of It,Florida Georgia Line,57,63,57,25
Trust Issues,Drake,58,,58,1
Just Us,DJ Khaled Featuring SZA,59,56,43,12
How About Now,Drake,60,,60,1
The Motion,Drake,61,,61,1
One Thing Right,Marshmello & Kane Brown,62,55,55,7
Only Human,Jonas Brothers,63,70,63,8
Press,Cardi B,64,66,16,10
Some Of It,Eric Church,65,59,43,11
ME!,Taylor Swift Featuring Brendon Urie,66,61,2,16
Queen Of Mean,Sarah Jeffery,67,,67,1
Dreams Money Can Buy,Drake,68,,68,1
I Don't Know About You,Chris Lane,69,73,69,5
Soltera,"Lunay, Daddy Yankee & Bad Bunny",70,71,70,13
Lalala,Y2K & bbno$,71,76,68,6
Living,Dierks Bentley,72,82,72,2
Gold Roses,Rick Ross Featuring Drake,73,39,39,2
Hate Me,Ellie Goulding & Juice WRLD,74,74,74,3
It's You,Ali Gatie,75,75,70,8
Southbound,Carrie Underwood,76,81,76,4
EARFQUAKE,"Tyler, The Creator",77,68,13,12
No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",78,80,78,5
Time,NF,79,67,67,3
Hot Shower,Chance The Rapper Featuring MadeinTYO & DaBaby,80,58,58,2
Right Back,Khalid Featuring A Boogie Wit da Hoodie,81,,81,2
Uno,Ambjaay,82,,82,1
24/7,Meek Mill Featuring Ella Mai,83,84,54,18
Single Again,Big Sean,84,64,64,2
Club Paradise,Drake,85,,85,1
Tip Of My Tongue,Kenny Chesney,86,98,83,4
Love Ain't,Eli Young Band,87,91,50,17
Antisocial,Ed Sheeran & Travis Scott,88,78,37,4
Ballin',Mustard & Roddy Ricch,89,93,89,3
We Were,Keith Urban,90,,90,1
La La Land,Bryce Vine Featuring YG,91,83,75,10
Tap,NAV Featuring Meek Mill,92,90,87,9
Fear Inoculum,Tool,93,,93,1
Love You Too Late,Cole Swindell,94,,94,1
Days In The East,Drake,95,,95,1
Rodeo,Lil Nas X & Cardi B Or Nas,96,72,22,7
What Happens In A Small Town,Brantley Gilbert + Lindsay Ell,97,,97,1
Daddy,Blueface & Rich The Kid,98,89,89,2
Prayed For You,Matt Stell,99,,99,1
Before I Let Go,Beyonce,100,87,65,16
Bad Guy,Billie Eilish,1,2,1,20
Senorita,Shawn Mendes & Camila Cabello,2,3,2,8
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,3,1,1,24
Truth Hurts,Lizzo,4,4,4,15
Talk,Khalid,5,5,3,27
No Guidance,Chris Brown Featuring Drake,6,6,6,10
I Don't Care,Ed Sheeran & Justin Bieber,7,7,2,14
Ran$om,Lil Tecca,8,10,8,11
Goodbyes,Post Malone Featuring Young Thug,9,9,3,6
If I Can't Have You,Shawn Mendes,10,11,2,15
Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",11,,11,1
Sucker,Jonas Brothers,12,12,1,24
Money In The Grave,Drake Featuring Rick Ross,13,13,7,9
Someone You Loved,Lewis Capaldi,14,17,14,14
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,15,14,1,43
Suge,DaBaby,16,15,7,20
The Git Up,Blanco Brown,17,16,14,10
You Need To Calm Down,Taylor Swift,18,18,2,9
Boyfriend,Ariana Grande & Social House,19,8,8,2
Beautiful People,Ed Sheeran Featuring Khalid,20,22,19,7
"Hey Look Ma, I Made It",Panic! At The Disco,21,19,16,18
Dancing With A Stranger,Sam Smith & Normani,22,20,7,31
Beer Never Broke My Heart,Luke Combs,23,21,21,15
Pop Out,Polo G Featuring Lil Tjay,24,25,11,21
Without Me,Halsey,25,24,1,45
Wow.,Post Malone,26,23,2,34
The London,"Young Thug, J. Cole & Travis Scott",27,27,12,12
Speechless,Dan + Shay,28,28,24,34
7 Rings,Ariana Grande,29,30,1,30
Happier,Marshmello & Bastille,30,26,2,52
All To Myself,Dan + Shay,31,33,31,15
Knockin' Boots,Luke Bryan,32,32,32,16
My Type,Saweetie,33,35,33,7
Baby,Lil Baby & DaBaby,34,45,34,4
God's Country,Blake Shelton,35,29,17,20
Panini,Lil Nas X,36,31,16,8
How Do You Sleep?,Sam Smith,37,37,29,4
Whiskey Glasses,Morgan Wallen,38,36,17,24
Cash Shit,Megan Thee Stallion Featuring DaBaby,39,41,39,8
Shotta Flow,NLE Choppa,40,39,36,17
Rearview Town,Jason Aldean,41,40,40,12
Sweet But Psycho,Ava Max,42,34,10,35
Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",43,44,34,10
China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",44,43,43,4
Better,Khalid,45,42,8,48
One Thing Right,Marshmello & Kane Brown,46,62,46,8
Trampoline,SHAED,47,52,47,11
Going Bad,Meek Mill Featuring Drake,48,47,6,37
Queen Of Mean,Sarah Jeffery,49,67,49,2
Never Really Over,Katy Perry,50,38,15,11
Clout,Offset Featuring Cardi B,51,50,39,19
The Ones That Didn't Make It Back Home,Justin Moore,52,46,46,9
Only Human,Jonas Brothers,53,63,53,9
Callaita,Bad Bunny & Tainy,54,53,52,10
Raised On Country,Chris Young,55,54,54,11
Easier,5 Seconds Of Summer,56,55,48,12
Go Loko,"YG, Tyga & Jon Z",57,51,49,15
Talk You Out Of It,Florida Georgia Line,58,57,57,26
Gold Roses,Rick Ross Featuring Drake,59,73,39,3
Call You Mine,The Chainsmokers & Bebe Rexha,60,56,56,11
Press,Cardi B,61,64,16,11
I Don't Know About You,Chris Lane,62,69,62,6
ME!,Taylor Swift Featuring Brendon Urie,63,66,2,17
Mac 10,Trippie Redd Featuring Lil Baby & Lil Duke,64,,64,1
Time,NF,65,79,65,4
Soltera,"Lunay, Daddy Yankee & Bad Bunny",66,70,66,14
Living,Dierks Bentley,67,72,67,3
Southbound,Carrie Underwood,68,76,68,5
Just Us,DJ Khaled Featuring SZA,69,59,43,13
Lalala,Y2K & bbno$,70,71,68,7
No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",71,78,71,6
It's You,Ali Gatie,72,75,70,9
Hate Me,Ellie Goulding & Juice WRLD,73,74,73,4
Some Of It,Eric Church,74,65,43,12
Love You Too Late,Cole Swindell,75,94,75,2
EARFQUAKE,"Tyler, The Creator",76,77,13,13
Tip Of My Tongue,Kenny Chesney,77,86,77,5
Daddy,Blueface & Rich The Kid,78,98,78,3
Ballin',Mustard & Roddy Ricch,79,89,79,4
We Were,Keith Urban,80,90,80,2
Small Talk,Katy Perry,81,,81,1
Prayed For You,Matt Stell,82,99,82,2
Right Back,Khalid Featuring A Boogie Wit da Hoodie,83,81,81,3
Night Falls,"Dove Cameron, Sofia Carson, Booboo Stewart, Cameron Boyce, Thomas Doherty, China Anne McClain & Dylan Playfair",84,,84,1
What Happens In A Small Town,Brantley Gilbert + Lindsay Ell,85,97,85,2
On Chill,Wale Featuring Jeremih,86,,86,1
Snake Skin,Trippie Redd,87,,87,1
24/7,Meek Mill Featuring Ella Mai,88,83,54,19
Uno,Ambjaay,89,82,82,2
Buy My Own Drinks,Runaway June,90,,90,1
Love Ain't,Eli Young Band,91,87,50,18
F.N,Lil Tjay,92,,92,1
Baby Sitter,DaBaby Featuring Offset,93,,93,1
Sanguine Paradise,Lil Uzi Vert,94,,28,16
Rodeo,Lil Nas X & Cardi B Or Nas,95,96,22,8
What If I Never Get Over You,Lady Antebellum,96,,86,3
Tap,NAV Featuring Meek Mill,97,92,87,10
La La Land,Bryce Vine Featuring YG,98,91,75,11
Que Pretendes,J Balvin & Bad Bunny,99,,65,5
Single Again,Big Sean,100,84,64,3
Senorita,Shawn Mendes & Camila Cabello,1,2,1,9
Bad Guy,Billie Eilish,2,1,1,21
Truth Hurts,Lizzo,3,4,3,16
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,4,3,1,25
Ran$om,Lil Tecca,5,8,5,12
Talk,Khalid,6,5,3,28
No Guidance,Chris Brown Featuring Drake,7,6,6,11
I Don't Care,Ed Sheeran & Justin Bieber,8,7,2,15
Goodbyes,Post Malone Featuring Young Thug,9,9,3,7
If I Can't Have You,Shawn Mendes,10,10,2,16
Someone You Loved,Lewis Capaldi,11,14,11,15
Sucker,Jonas Brothers,12,12,1,25
Money In The Grave,Drake Featuring Rick Ross,13,13,7,10
You Need To Calm Down,Taylor Swift,14,18,2,10
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,15,15,1,44
The Git Up,Blanco Brown,16,17,14,11
Suge,DaBaby,17,16,7,21
Beautiful People,Ed Sheeran Featuring Khalid,18,20,18,8
Lover,Taylor Swift,19,,19,1
Boyfriend,Ariana Grande & Social House,20,19,8,3
The London,"Young Thug, J. Cole & Travis Scott",21,27,12,13
Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",22,11,11,2
Dancing With A Stranger,Sam Smith & Normani,23,22,7,32
Baby,Lil Baby & DaBaby,24,34,24,5
Beer Never Broke My Heart,Luke Combs,25,23,21,16
Hot,Young Thug Featuring Gunna,26,,26,1
Pop Out,Polo G Featuring Lil Tjay,27,24,11,22
"Hey Look Ma, I Made It",Panic! At The Disco,28,21,16,19
Wow.,Post Malone,29,26,2,35
Without Me,Halsey,30,25,1,46
Speechless,Dan + Shay,31,28,24,35
Bad Bad Bad,Young Thug Featuring Lil Baby,32,,32,1
Motivation,Normani,33,,33,1
Knockin' Boots,Luke Bryan,34,32,32,17
My Type,Saweetie,35,33,33,8
How Do You Sleep?,Sam Smith,36,37,29,5
7 Rings,Ariana Grande,37,29,1,31
Panini,Lil Nas X,38,36,16,9
Cash Shit,Megan Thee Stallion Featuring DaBaby,39,39,39,9
Rearview Town,Jason Aldean,40,41,40,13
God's Country,Blake Shelton,41,35,17,21
Trampoline,SHAED,42,47,42,12
All To Myself,Dan + Shay,43,31,31,16
Whiskey Glasses,Morgan Wallen,44,38,17,25
Shotta Flow,NLE Choppa,45,40,36,18
Only Human,Jonas Brothers,46,53,46,10
Slide Away,Miley Cyrus,47,,47,1
Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",48,43,34,11
One Thing Right,Marshmello & Kane Brown,49,46,46,9
China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",50,44,43,5
The Ones That Didn't Make It Back Home,Justin Moore,51,52,46,10
Clout,Offset Featuring Cardi B,52,51,39,20
Queen Of Mean,Sarah Jeffery,53,49,49,3
Easier,5 Seconds Of Summer,54,56,48,13
What's The Move,Young Thug Featuring Lil Uzi Vert,55,,55,1
Callaita,Bad Bunny & Tainy,56,54,52,11
On Chill,Wale Featuring Jeremih,57,86,57,2
ME!,Taylor Swift Featuring Brendon Urie,58,63,2,18
I Don't Know About You,Chris Lane,59,62,59,7
Just How It Is,Young Thug,60,,60,1
Surf,Young Thug Featuring Gunna,61,,61,1
Call You Mine,The Chainsmokers & Bebe Rexha,62,60,56,12
Go Loko,"YG, Tyga & Jon Z",63,57,49,16
Lalala,Y2K & bbno$,64,70,64,8
Never Really Over,Katy Perry,65,50,15,12
Raised On Country,Chris Young,66,55,54,12
Living,Dierks Bentley,67,67,67,4
Press,Cardi B,68,61,16,12
Time,NF,69,65,65,5
Sup Mate,Young Thug Featuring Future,70,,70,1
Southbound,Carrie Underwood,71,68,68,6
Hate Me,Ellie Goulding & Juice WRLD,72,73,72,5
No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",73,71,71,7
Love You Too Late,Cole Swindell,74,75,74,3
Won't Be Late,Swae Lee Featuring Drake,75,,75,1
It's You,Ali Gatie,76,72,70,10
Tip Of My Tongue,Kenny Chesney,77,77,77,6
Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen,78,,78,1
Ballin',Mustard & Roddy Ricch,79,79,79,5
Prayed For You,Matt Stell,80,82,80,3
Soltera,"Lunay, Daddy Yankee & Bad Bunny",81,66,66,15
Light It Up,Young Thug,82,,82,1
Juicy,Doja Cat & Tyga,83,,83,1
Lil Baby,Young Thug,84,,84,1
Right Back,Khalid Featuring A Boogie Wit da Hoodie,85,83,81,4
EARFQUAKE,"Tyler, The Creator",86,76,13,14
F.N,Lil Tjay,87,92,87,2
Buy My Own Drinks,Runaway June,88,90,88,2
Mac 10,Trippie Redd Featuring Lil Baby & Lil Duke,89,64,64,2
What Happens In A Small Town,Brantley Gilbert + Lindsay Ell,90,85,85,3
Some Of It,Eric Church,91,74,43,13
Ecstasy,Young Thug Featuring Machine Gun Kelly,92,,92,1
What If I Never Get Over You,Lady Antebellum,93,96,86,4
Uno,Ambjaay,94,89,82,3
Daddy,Blueface & Rich The Kid,95,78,78,4
We Were,Keith Urban,96,80,80,3
Baby Sitter,DaBaby Featuring Offset,97,93,93,2
Takeaway,The Chainsmokers & ILLENIUM Featuring Lennon Stella,98,,69,2
Every Little Thing,Russell Dickerson,99,,99,1
Did It Again,Lil Tecca,100,,100,1
Truth Hurts,Lizzo,1,3,1,17
Senorita,Shawn Mendes & Camila Cabello,2,1,1,10
Bad Guy,Billie Eilish,3,2,1,22
You Need To Calm Down,Taylor Swift,4,14,2,11
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,5,4,1,26
Ran$om,Lil Tecca,6,5,5,13
No Guidance,Chris Brown Featuring Drake,7,7,6,12
Talk,Khalid,8,6,3,29
I Don't Care,Ed Sheeran & Justin Bieber,9,8,2,16
Lover,Taylor Swift,10,19,10,2
ME!,Taylor Swift Featuring Brendon Urie,11,58,2,19
Goodbyes,Post Malone Featuring Young Thug,12,9,3,8
Someone You Loved,Lewis Capaldi,13,11,11,16
Money In The Grave,Drake Featuring Rick Ross,14,13,7,11
Sucker,Jonas Brothers,15,12,1,26
If I Can't Have You,Shawn Mendes,16,10,2,17
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,17,15,1,45
Suge,DaBaby,18,17,7,22
The Git Up,Blanco Brown,19,16,14,12
Beautiful People,Ed Sheeran Featuring Khalid,20,18,18,9
My Type,Saweetie,21,35,21,9
Boyfriend,Ariana Grande & Social House,22,20,8,4
The Man,Taylor Swift,23,,23,1
Baby,Lil Baby & DaBaby,24,24,24,6
The London,"Young Thug, J. Cole & Travis Scott",25,21,12,14
Dancing With A Stranger,Sam Smith & Normani,26,23,7,33
Beer Never Broke My Heart,Luke Combs,27,25,21,17
I Forgot That You Existed,Taylor Swift,28,,28,1
Cruel Summer,Taylor Swift,29,,29,1
Pop Out,Polo G Featuring Lil Tjay,30,27,11,23
Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",31,22,11,3
Without Me,Halsey,32,30,1,47
Speechless,Dan + Shay,33,31,24,36
Knockin' Boots,Luke Bryan,34,34,32,18
Wow.,Post Malone,35,29,2,36
How Do You Sleep?,Sam Smith,36,36,29,6
"Hey Look Ma, I Made It",Panic! At The Disco,37,28,16,20
The Archer,Taylor Swift,38,,38,3
Hot,Young Thug Featuring Gunna,39,26,26,2
Panini,Lil Nas X,40,38,16,10
Trampoline,SHAED,41,42,41,13
Cash Shit,Megan Thee Stallion Featuring DaBaby,42,39,39,10
7 Rings,Ariana Grande,43,37,1,32
Only Human,Jonas Brothers,44,46,44,11
Paper Rings,Taylor Swift,45,,45,1
God's Country,Blake Shelton,46,41,17,22
Whiskey Glasses,Morgan Wallen,47,44,17,26
All To Myself,Dan + Shay,48,43,31,17
Miss Americana & The Heartbreak Prince,Taylor Swift,49,,49,1
Shotta Flow,NLE Choppa,50,45,36,19
I Think He Knows,Taylor Swift,51,,51,1
Good As Hell,Lizzo,52,,52,1
The Ones That Didn't Make It Back Home,Justin Moore,53,51,46,11
Bad Bad Bad,Young Thug Featuring Lil Baby,54,32,32,2
On Chill,Wale Featuring Jeremih,55,57,55,3
Rearview Town,Jason Aldean,56,40,40,14
Cornelia Street,Taylor Swift,57,,57,1
China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",58,50,43,6
One Thing Right,Marshmello & Kane Brown,59,49,46,10
Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",60,48,34,12
Queen Of Mean,Sarah Jeffery,61,53,49,4
London Boy,Taylor Swift,62,,62,1
Soon You'll Get Better,Taylor Swift Featuring Dixie Chicks,63,,63,1
Slide Away,Miley Cyrus,64,47,47,2
Easier,5 Seconds Of Summer,65,54,48,14
Motivation,Normani,66,33,33,2
Death By A Thousand Cuts,Taylor Swift,67,,67,1
I Don't Know About You,Chris Lane,68,59,59,8
Callaita,Bad Bunny & Tainy,69,56,52,12
F.N,Lil Tjay,70,87,70,3
Lalala,Y2K & bbno$,71,64,64,9
Time,NF,72,69,65,6
Living,Dierks Bentley,73,67,67,5
Prayed For You,Matt Stell,74,80,74,4
Afterglow,Taylor Swift,75,,75,1
Southbound,Carrie Underwood,76,71,68,7
False God,Taylor Swift,77,,77,1
It's You,Ali Gatie,78,76,70,11
Call You Mine,The Chainsmokers & Bebe Rexha,79,62,56,13
Hate Me,Ellie Goulding & Juice WRLD,80,72,72,6
Love You Too Late,Cole Swindell,81,74,74,4
Juice,Lizzo,82,,82,3
Ballin',Mustard & Roddy Ricch,83,79,79,6
Go Loko,"YG, Tyga & Jon Z",84,63,49,17
Press,Cardi B,85,68,16,13
No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",86,73,71,8
Playing Games,Summer Walker,87,,87,1
Tip Of My Tongue,Kenny Chesney,88,77,77,7
Daylight,Taylor Swift,89,,89,1
Raised On Country,Chris Young,90,66,54,13
One Man Band,Old Dominion,91,,91,1
It's Nice To Have A Friend,Taylor Swift,92,,92,1
Right Back,Khalid Featuring A Boogie Wit da Hoodie,93,85,81,5
Never Really Over,Katy Perry,94,65,15,13
Baguettes In The Face,"Mustard featuring NAV, Playboi Carti & A Boogie Wit da Hoodie",95,,88,4
EARFQUAKE,"Tyler, The Creator",96,86,13,15
Soltera,"Lunay, Daddy Yankee & Bad Bunny",97,81,66,16
Baby Sitter,DaBaby Featuring Offset,98,97,93,3
Did It Again,Lil Tecca,99,100,99,2
Buy My Own Drinks,Runaway June,100,88,88,3
Truth Hurts,Lizzo,1,1,1,18
Senorita,Shawn Mendes & Camila Cabello,2,2,1,11
Bad Guy,Billie Eilish,3,3,1,23
Ran$om,Lil Tecca,4,6,4,14
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,5,5,1,27
No Guidance,Chris Brown Featuring Drake,6,7,6,13
Circles,Post Malone,7,,7,1
I Don't Care,Ed Sheeran & Justin Bieber,8,9,2,17
Talk,Khalid,9,8,3,30
Goodbyes,Post Malone Featuring Young Thug,10,12,3,9
Someone You Loved,Lewis Capaldi,11,13,11,17
You Need To Calm Down,Taylor Swift,12,4,2,12
