song,artist,this_week,last_week,peak_position,weeks_on_chart
Hollywood's Bleeding,Post Malone,53,31,15,3
Prayed For You,Matt Stell,54,57,54,8
Liar,Camila Cabello,55,54,54,3
Ballin',Mustard & Roddy Ricch,56,55,55,10
Heat,Chris Brown Featuring Gunna,57,61,57,4
Even Though I'm Leaving,Luke Combs,58,62,58,4
Die For Me,Post Malone Featuring Future & Halsey,59,42,20,3
Graveyard,Halsey,60,45,45,2
Motivation,Normani,61,58,33,6
China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",62,56,43,10
On The Road,Post Malone Featuring Meek Mill & Lil Baby,63,48,22,3
One Man Band,Old Dominion,64,72,64,5
Love You Too Late,Cole Swindell,65,68,65,8
Southbound,Carrie Underwood,66,65,65,11
Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",67,64,34,16
Good Vibes,Chris Janson,68,74,68,4
Lalala,Y2K & bbno$,69,63,55,13
Callaita,Bad Bunny & Tainy,70,67,52,16
Baby Sitter,DaBaby Featuring Offset,71,81,71,7
The Ones That Didn't Make It Back Home,Justin Moore,72,66,46,15
Bad Bad Bad,Young Thug Featuring Lil Baby,73,69,32,6
Playing Games,Summer Walker,74,94,74,4
Every Little Thing,Russell Dickerson,75,84,75,4
Tip Of My Tongue,Kenny Chesney,76,88,76,11
Right Back,Khalid Featuring A Boogie Wit da Hoodie,77,82,73,9
No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",78,73,71,12
Hot Girl Bummer,blackbear,79,91,79,2
Self Control,YoungBoy Never Broke Again,80,83,68,3
What Happens In A Small Town,Brantley Gilbert + Lindsay Ell,81,87,81,7
F.N,Lil Tjay,82,80,68,7
Behind Barz,Drake,83,75,75,2
Did It Again,Lil Tecca,84,85,64,6
Remember You Young,Thomas Rhett,85,100,85,2
Adicto,"Tainy, Anuel AA & Ozuna",86,,86,1
Hate Me,Ellie Goulding & Juice WRLD,87,86,72,10
A Thousand Bad Times,Post Malone,88,60,29,3
What If I Never Get Over You,Lady Antebellum,89,96,86,6
Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,90,98,19,11
We Were,Keith Urban,91,99,80,6
Higher Love,Kygo X Whitney Houston,92,,63,3
Stuck In A Dream,Lil Mosey x Gunna,93,,93,1
It's You,Ali Gatie,94,93,70,15
Slide Away,Miley Cyrus,95,89,47,6
Loco Contigo,"DJ Snake, J. Balvin & Tyga",96,,96,1
Shameless,Camila Cabello,97,95,60,3
Queen Of Mean,Sarah Jeffery,98,79,49,8
Rearview Town,Jason Aldean,99,92,40,18
The Bones,Maren Morris,100,,96,2
Truth Hurts,Lizzo,1,1,1,22
Senorita,Shawn Mendes & Camila Cabello,2,2,1,15
Someone You Loved,Lewis Capaldi,3,3,3,21
Ran$om,Lil Tecca,4,4,4,18
No Guidance,Chris Brown Featuring Drake,5,5,5,17
Bad Guy,Billie Eilish,6,7,1,27
Circles,Post Malone,7,8,4,5
Panini,Lil Nas X,8,6,5,15
Goodbyes,Post Malone Featuring Young Thug,9,9,3,13
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,10,10,1,31
I Don't Care,Ed Sheeran & Justin Bieber,11,11,2,21
Talk,Khalid,12,12,3,34
INTRO,DaBaby,13,17,13,2
Beautiful People,Ed Sheeran Featuring Khalid,14,15,14,14
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,15,13,1,50
Sucker,Jonas Brothers,16,14,1,31
Money In The Grave,Drake Featuring Rick Ross,17,16,7,16
Trampoline,SHAED,18,32,18,18
BOP,DaBaby,19,,19,1
Suge,DaBaby,20,18,7,27
VIBEZ,DaBaby,21,,21,1
Only Human,Jonas Brothers,22,28,22,16
On Chill,Wale Featuring Jeremih,23,29,23,8
How Do You Sleep?,Sam Smith,24,26,24,11
Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",25,20,11,8
Baby,Lil Baby & DaBaby,26,21,21,11
You Need To Calm Down,Taylor Swift,27,23,2,16
TOES,DaBaby Featuring Lil Baby & Moneybagg Yo,28,,28,1
Memories,Maroon 5,29,22,22,2
Good As Hell,Lizzo,30,43,30,6
Dancing With A Stranger,Sam Smith & Normani,31,27,7,38
My Type,Saweetie,32,24,21,14
Without Me,Halsey,33,34,1,52
223's,YNW Melly & 9lokknine,34,38,34,4
Wow.,Post Malone,35,33,2,41
Boyfriend,Ariana Grande & Social House,36,19,8,9
Hot,Young Thug Featuring Gunna,37,35,26,7
One Thing Right,Marshmello & Kane Brown,38,47,38,15
The Git Up,Blanco Brown,39,30,14,17
Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,40,25,8,4
If I Can't Have You,Shawn Mendes,41,31,2,22
Camelot,NLE Choppa,42,37,37,3
iPHONE,DaBaby & Nicki Minaj,43,,43,1
Cash Shit,Megan Thee Stallion Featuring DaBaby,44,41,36,15
Lover,Taylor Swift,45,44,10,7
Prayed For You,Matt Stell,46,54,46,9
OFF THE RIP,DaBaby,47,,47,1
I Don't Know About You,Chris Lane,48,39,39,13
POP STAR,DaBaby Featuring Kevin Gates,49,,49,1
The London,"Young Thug, J. Cole & Travis Scott",50,40,12,19
RAW SHIT,DaBaby Featuring Migos,51,,51,1
Enemies,Post Malone Featuring DaBaby,52,36,16,4
Ballin',Mustard & Roddy Ricch,53,56,53,11
Time,NF,54,49,49,11
GOSPEL,"DaBaby Featuring Chance The Rapper, Gucci Mane & YK Osiris",55,,55,1
Writing On The Wall,"French Montana Featuring Post Malone, Cardi B & Rvssian",56,,56,1
Heat,Chris Brown Featuring Gunna,57,57,57,5
Even Though I'm Leaving,Luke Combs,58,58,58,5
Living,Dierks Bentley,59,51,51,10
Graveyard,Halsey,60,60,45,3
Liar,Camila Cabello,61,55,54,4
One Man Band,Old Dominion,62,64,62,6
REALLY,DaBaby Featuring Stunna 4 Vegas,63,,63,1
Southbound,Carrie Underwood,64,66,64,12
Love You Too Late,Cole Swindell,65,65,65,9
Good Vibes,Chris Janson,66,68,66,5
Motivation,Normani,67,61,33,7
Saint-Tropez,Post Malone,68,48,18,4
XXL,DaBaby,69,,69,1
China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",70,62,43,11
Don't Call Me Angel (Charlie's Angels),"Ariana Grande, Miley Cyrus & Lana Del Rey",71,52,13,3
Lalala,Y2K & bbno$,72,69,55,14
PROLLY HEARD,DaBaby,73,,73,1
Hollywood's Bleeding,Post Malone,74,53,15,4
Playing Games,Summer Walker,75,74,74,5
Hot Girl Bummer,blackbear,76,79,76,3
Every Little Thing,Russell Dickerson,77,75,75,5
Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",78,67,34,17
Baby Sitter,DaBaby Featuring Offset,79,71,71,8
Die For Me,Post Malone Featuring Future & Halsey,80,59,20,4
Chicken Noodle Soup,j-hope Featuring Becky G.,81,,81,1
Callaita,Bad Bunny & Tainy,82,70,52,17
Tip Of My Tongue,Kenny Chesney,83,76,76,12
Heartache Medication,Jon Pardi,84,,84,1
What Happens In A Small Town,Brantley Gilbert + Lindsay Ell,85,81,81,8
By My Lonely,Kevin Gates,86,,86,1
On The Road,Post Malone Featuring Meek Mill & Lil Baby,87,63,22,4
Right Back,Khalid Featuring A Boogie Wit da Hoodie,88,77,73,10
There He Go,DaBaby,89,,89,1
F.N,Lil Tjay,90,82,68,8
Remember You Young,Thomas Rhett,91,85,85,3
The Ones That Didn't Make It Back Home,Justin Moore,92,72,46,16
Bad Bad Bad,Young Thug Featuring Lil Baby,93,73,32,7
Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,94,90,19,12
Higher Love,Kygo X Whitney Houston,95,92,63,4
Self Control,YoungBoy Never Broke Again,96,80,68,4
No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",97,78,71,13
Adicto,"Tainy, Anuel AA & Ozuna",98,86,86,2
What If I Never Get Over You,Lady Antebellum,99,89,86,7
Did It Again,Lil Tecca,100,84,64,7
HIGHEST IN THE ROOM,Travis Scott,1,,1,1
Truth Hurts,Lizzo,2,1,1,23
Senorita,Shawn Mendes & Camila Cabello,3,2,1,16
"10,000 Hours",Dan + Shay & Justin Bieber,4,,4,1
Someone You Loved,Lewis Capaldi,5,3,3,22
Circles,Post Malone,6,7,4,6
No Guidance,Chris Brown Featuring Drake,7,5,5,18
Ran$om,Lil Tecca,8,4,4,19
Bad Guy,Billie Eilish,9,6,1,28
Panini,Lil Nas X,10,8,5,16
Bandit,Juice WRLD & YoungBoy Never Broke Again,11,,11,1
Goodbyes,Post Malone Featuring Young Thug,12,9,3,14
I Don't Care,Ed Sheeran & Justin Bieber,13,11,2,22
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,14,10,1,32
Beautiful People,Ed Sheeran Featuring Khalid,15,14,14,15
Playing Games,Summer Walker,16,75,16,6
Talk,Khalid,17,12,3,35
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,18,15,1,51
Sucker,Jonas Brothers,19,16,1,32
Memories,Maroon 5,20,29,20,3
Money In The Grave,Drake Featuring Rick Ross,21,17,7,17
Trampoline,SHAED,22,18,18,19
Only Human,Jonas Brothers,23,22,22,17
Good As Hell,Lizzo,24,30,24,7
Suge,DaBaby,25,20,7,28
How Do You Sleep?,Sam Smith,26,24,24,12
On Chill,Wale Featuring Jeremih,27,23,23,9
You Need To Calm Down,Taylor Swift,28,27,2,17
Baby,Lil Baby & DaBaby,29,26,21,12
Ballin',Mustard & Roddy Ricch,30,53,30,12
Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",31,25,11,9
INTRO,DaBaby,32,13,13,3
Dancing With A Stranger,Sam Smith & Normani,33,31,7,39
Lover,Taylor Swift,34,45,10,8
My Type,Saweetie,35,32,21,15
Prayed For You,Matt Stell,36,46,36,10
223's,YNW Melly & 9lokknine,37,34,34,5
Hot,Young Thug Featuring Gunna,38,37,26,8
Wow.,Post Malone,39,35,2,42
Camelot,NLE Choppa,40,42,37,4
BOP,DaBaby,41,19,19,2
Come Thru,Summer Walker & Usher,42,,42,1
One Thing Right,Marshmello & Kane Brown,43,38,38,16
Graveyard,Halsey,44,60,44,4
The Git Up,Blanco Brown,45,39,14,18
VIBEZ,DaBaby,46,21,21,2
Heat,Chris Brown Featuring Gunna,47,57,47,6
If I Can't Have You,Shawn Mendes,48,41,2,23
Even Though I'm Leaving,Luke Combs,49,58,49,6
Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,50,40,8,5
I Don't Know About You,Chris Lane,51,48,39,14
Time,NF,52,54,49,12
The Bones,Maren Morris,53,,53,3
One Man Band,Old Dominion,54,62,54,7
Cash Shit,Megan Thee Stallion Featuring DaBaby,55,44,36,16
Good Vibes,Chris Janson,56,66,56,6
The London,"Young Thug, J. Cole & Travis Scott",57,50,12,20
Liar,Camila Cabello,58,61,54,5
Boyfriend,Ariana Grande & Social House,59,36,8,10
Living,Dierks Bentley,60,59,51,11
I'll Kill You,Summer Walker Featuring Jhene Aiko,61,,61,1
Enemies,Post Malone Featuring DaBaby,62,52,16,5
Love You Too Late,Cole Swindell,63,65,63,10
What Happens In A Small Town,Brantley Gilbert + Lindsay Ell,64,85,64,9
Motivation,Normani,65,67,33,8
Hot Girl Bummer,blackbear,66,76,66,4
TOES,DaBaby Featuring Lil Baby & Moneybagg Yo,67,28,28,2
Stretch You Out,Summer Walker Featuring A Boogie Wit da Hoodie,68,,68,1
Every Little Thing,Russell Dickerson,69,77,69,6
China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",70,70,43,12
Baby Sitter,DaBaby Featuring Offset,71,79,71,9
Lalala,Y2K & bbno$,72,72,55,15
Body,Summer Walker,73,,73,1
Writing On The Wall,"French Montana Featuring Post Malone, Cardi B & Rvssian",74,56,56,2
Don't Call Me Angel (Charlie's Angels),"Ariana Grande, Miley Cyrus & Lana Del Rey",75,71,13,4
Saint-Tropez,Post Malone,76,68,18,5
Tip Of My Tongue,Kenny Chesney,77,83,76,13
Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",78,78,34,18
Drunk Dialing...LODT,Summer Walker,79,,79,1
Over It,Summer Walker,80,,80,1
Hollywood's Bleeding,Post Malone,81,74,15,5
Remember You Young,Thomas Rhett,82,91,82,4
Nice To Meet Ya,Niall Horan,83,,83,1
F.N,Lil Tjay,84,90,68,9
Higher Love,Kygo X Whitney Houston,85,95,63,5
Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,86,94,19,13
Callaita,Bad Bunny & Tainy,87,82,52,18
Southbound,Carrie Underwood,88,64,64,13
Bad Bad Bad,Young Thug Featuring Lil Baby,89,93,32,8
RAW SHIT,DaBaby Featuring Migos,90,51,51,2
Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock",91,,91,1
Potential,Summer Walker,92,,92,1
Right Back,Khalid Featuring A Boogie Wit da Hoodie,93,88,73,11
Die For Me,Post Malone Featuring Future & Halsey,94,80,20,5
Heartache Medication,Jon Pardi,95,84,84,2
Dance Monkey,Tones And I,96,,96,1
POP STAR,DaBaby Featuring Kevin Gates,97,49,49,2
Self Control,YoungBoy Never Broke Again,98,96,68,5
No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",99,97,71,14
Slow Dancing In The Dark,Joji,100,,96,2
Truth Hurts,Lizzo,1,2,1,24
Senorita,Shawn Mendes & Camila Cabello,2,3,1,17
Someone You Loved,Lewis Capaldi,3,5,3,23
Circles,Post Malone,4,6,4,7
No Guidance,Chris Brown Featuring Drake,5,7,5,19
HIGHEST IN THE ROOM,Travis Scott,6,1,1,2
Ran$om,Lil Tecca,7,8,4,20
Bad Guy,Billie Eilish,8,9,1,29
Panini,Lil Nas X,9,10,5,17
Bandit,Juice WRLD & YoungBoy Never Broke Again,10,11,10,2
"10,000 Hours",Dan + Shay & Justin Bieber,11,4,4,2
Memories,Maroon 5,12,20,12,4
Goodbyes,Post Malone Featuring Young Thug,13,12,3,15
Beautiful People,Ed Sheeran Featuring Khalid,14,15,14,16
I Don't Care,Ed Sheeran & Justin Bieber,15,13,2,23
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,16,14,1,33
Lights Up,Harry Styles,17,,17,1
Talk,Khalid,18,17,3,36
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,19,18,1,52
Good As Hell,Lizzo,20,24,20,8
Trampoline,SHAED,21,22,18,20
On Chill,Wale Featuring Jeremih,22,27,22,10
Sucker,Jonas Brothers,23,19,1,33
Only Human,Jonas Brothers,24,23,22,18
Money In The Grave,Drake Featuring Rick Ross,25,21,7,18
Playing Games,Summer Walker,26,16,16,7
Suge,DaBaby,27,25,7,29
How Do You Sleep?,Sam Smith,28,26,24,13
Baby,Lil Baby & DaBaby,29,29,21,13
Ballin',Mustard & Roddy Ricch,30,30,30,13
Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",31,31,11,10
Hot,Young Thug Featuring Gunna,32,38,26,9
You Need To Calm Down,Taylor Swift,33,28,2,18
Dancing With A Stranger,Sam Smith & Normani,34,33,7,40
My Type,Saweetie,35,35,21,16
Prayed For You,Matt Stell,36,36,36,11
Lover,Taylor Swift,37,34,10,9
One Thing Right,Marshmello & Kane Brown,38,43,38,17
Even Though I'm Leaving,Luke Combs,39,49,39,7
Camelot,NLE Choppa,40,40,37,5
Heat,Chris Brown Featuring Gunna,41,47,41,7
223's,YNW Melly & 9lokknine,42,37,34,6
Graveyard,Halsey,43,44,43,5
Lonely Child,YoungBoy Never Broke Again,44,,44,1
One Man Band,Old Dominion,45,54,45,8
Time,NF,46,52,46,13
Wow.,Post Malone,47,39,2,43
Good Vibes,Chris Janson,48,56,48,7
The Git Up,Blanco Brown,49,45,14,19
Self Control,YoungBoy Never Broke Again,50,98,50,6
Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,51,50,8,6
I Don't Know About You,Chris Lane,52,51,39,15
Liar,Camila Cabello,53,58,53,6
BOP,DaBaby,54,41,19,3
INTRO,DaBaby,55,32,13,4
F.N,Lil Tjay,56,84,56,10
Make No Sense,YoungBoy Never Broke Again,57,,57,1
VIBEZ,DaBaby,58,46,21,3
Cash Shit,Megan Thee Stallion Featuring DaBaby,59,55,36,17
Love You Too Late,Cole Swindell,60,63,60,11
Hot Girl Bummer,blackbear,61,66,61,5
Carter Son,YoungBoy Never Broke Again,62,,62,1
Enemies,Post Malone Featuring DaBaby,63,62,16,6
Kinfolks,Sam Hunt,64,,64,1
Every Little Thing,Russell Dickerson,65,69,65,7
Hot Now,YoungBoy Never Broke Again,66,,66,1
The Bones,Maren Morris,67,53,53,4
What Happens In A Small Town,Brantley Gilbert + Lindsay Ell,68,64,64,10
Living,Dierks Bentley,69,60,51,12
All Dat,Moneybagg Yo X Megan Thee Stallion,70,,70,1
Motivation,Normani,71,65,33,9
Baby Sitter,DaBaby Featuring Offset,72,71,71,10
In Control,YoungBoy Never Broke Again,73,,73,1
Come Thru,Summer Walker & Usher,74,42,42,2
Dance Monkey,Tones And I,75,96,75,2
China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",76,70,43,13
Tip Of My Tongue,Kenny Chesney,77,77,76,14
Boyfriend,Ariana Grande & Social House,78,59,8,11
Time I'm On,YoungBoy Never Broke Again,79,,79,1
Lalala,Y2K & bbno$,80,72,55,16
Don't Call Me Angel (Charlie's Angels),"Ariana Grande, Miley Cyrus & Lana Del Rey",81,75,13,5
Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock",82,91,82,2
Remember You Young,Thomas Rhett,83,82,82,5
Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",84,78,34,19
TOES,DaBaby Featuring Lil Baby & Moneybagg Yo,85,67,28,3
Callaita,Bad Bunny & Tainy,86,87,52,19
Higher Love,Kygo X Whitney Houston,87,85,63,6
Saint-Tropez,Post Malone,88,76,18,6
I'll Kill You,Summer Walker Featuring Jhene Aiko,89,61,61,2
Writing On The Wall,"French Montana Featuring Post Malone, Cardi B & Rvssian",90,74,56,3
Hot Shower,Chance The Rapper Featuring MadeinTYO & DaBaby,91,,58,3
What If I Never Get Over You,Lady Antebellum,92,,86,8
Heartache Medication,Jon Pardi,93,95,84,3
Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,94,86,19,14
La Cancion,J Balvin & Bad Bunny,95,,95,2
Hollywood's Bleeding,Post Malone,96,81,15,6
We Were,Keith Urban,97,,80,7
Slow Dancing In The Dark,Joji,98,100,96,3
Bad Bad Bad,Young Thug Featuring Lil Baby,99,89,32,9
Rich As Hell,YoungBoy Never Broke Again,100,,100,1
Someone You Loved,Lewis Capaldi,1,3,1,24
Truth Hurts,Lizzo,2,1,1,25
Senorita,Shawn Mendes & Camila Cabello,3,2,1,18
Circles,Post Malone,4,4,4,8
No Guidance,Chris Brown Featuring Drake,5,5,5,20
Panini,Lil Nas X,6,9,5,18
HIGHEST IN THE ROOM,Travis Scott,7,6,1,3
Ran$om,Lil Tecca,8,7,4,21
Bad Guy,Billie Eilish,9,8,1,30
"10,000 Hours",Dan + Shay & Justin Bieber,10,11,4,3
Memories,Maroon 5,11,12,11,5
Bandit,Juice WRLD & YoungBoy Never Broke Again,12,10,10,3
Beautiful People,Ed Sheeran Featuring Khalid,13,14,13,17
Good As Hell,Lizzo,14,20,14,9
Lose You To Love Me,Selena Gomez,15,,15,1
I Don't Care,Ed Sheeran & Justin Bieber,16,15,2,24
Goodbyes,Post Malone Featuring Young Thug,17,13,3,16
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,18,16,1,34
Trampoline,SHAED,19,21,18,21
Only Human,Jonas Brothers,20,24,20,19
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,21,19,1,53
Talk,Khalid,22,18,3,37
Sucker,Jonas Brothers,23,23,1,34
On Chill,Wale Featuring Jeremih,24,22,22,11
Money In The Grave,Drake Featuring Rick Ross,25,25,7,19
Playing Games,Summer Walker,26,26,16,8
Ballin',Mustard & Roddy Ricch,27,30,27,14
Suge,DaBaby,28,27,7,30
How Do You Sleep?,Sam Smith,29,28,24,14
Baby,Lil Baby & DaBaby,30,29,21,14
Hot,Young Thug Featuring Gunna,31,32,26,10
One Man Band,Old Dominion,32,45,32,9
Dancing With A Stranger,Sam Smith & Normani,33,34,7,41
Even Though I'm Leaving,Luke Combs,34,39,34,8
Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",35,31,11,11
One Thing Right,Marshmello & Kane Brown,36,38,36,18
You Need To Calm Down,Taylor Swift,37,33,2,19
Lover,Taylor Swift,38,37,10,10
Camelot,NLE Choppa,39,40,37,6
My Type,Saweetie,40,35,21,17
Prayed For You,Matt Stell,41,36,36,12
Time,NF,42,46,42,14
Heat,Chris Brown Featuring Gunna,43,41,41,8
Graveyard,Halsey,44,43,43,6
223's,YNW Melly & 9lokknine,45,42,34,7
Wow.,Post Malone,46,47,2,44
Lonely Child,YoungBoy Never Broke Again,47,44,44,2
Good Vibes,Chris Janson,48,48,48,8
Love You Too Late,Cole Swindell,49,60,49,12
Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,50,51,8,7
Dance Monkey,Tones And I,51,75,51,3
Liar,Camila Cabello,52,53,52,7
The Git Up,Blanco Brown,53,49,14,20
I Don't Know About You,Chris Lane,54,52,39,16
BOP,DaBaby,55,54,19,4
Hot Girl Bummer,blackbear,56,61,56,6
VIBEZ,DaBaby,57,58,21,4
Make No Sense,YoungBoy Never Broke Again,58,57,57,2
Baby Sitter,DaBaby Featuring Offset,59,72,59,11
Cash Shit,Megan Thee Stallion Featuring DaBaby,60,59,36,18
Every Little Thing,Russell Dickerson,61,65,61,8
Self Control,YoungBoy Never Broke Again,62,50,50,7
F.N,Lil Tjay,63,56,56,11
The Bones,Maren Morris,64,67,53,5
Enemies,Post Malone Featuring DaBaby,65,63,16,7
Lights Up,Harry Styles,66,17,17,2
INTRO,DaBaby,67,55,13,5
What Happens In A Small Town,Brantley Gilbert + Lindsay Ell,68,68,64,11
Hate Me,Ellie Goulding & Juice WRLD,69,,69,11
All Dat,Moneybagg Yo X Megan Thee Stallion,70,70,70,2
China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",71,76,43,14
Come Thru,Summer Walker & Usher,72,74,42,3
Living,Dierks Bentley,73,69,51,13
Tip Of My Tongue,Kenny Chesney,74,77,74,15
Motivation,Normani,75,71,33,10
Make It Right,BTS Featuring Lauv,76,,76,2
Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock",77,82,77,3
Hot Now,YoungBoy Never Broke Again,78,66,66,2
Rich As Hell,YoungBoy Never Broke Again,79,100,79,2
Remember You Young,Thomas Rhett,80,83,80,6
We Were,Keith Urban,81,97,80,8
Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",82,84,34,20
Kinfolks,Sam Hunt,83,64,64,2
Lalala,Y2K & bbno$,84,80,55,17
Higher Love,Kygo X Whitney Houston,85,87,63,7
In Control,YoungBoy Never Broke Again,86,73,73,2
Heartache Medication,Jon Pardi,87,93,84,4
Hot Shower,Chance The Rapper Featuring MadeinTYO & DaBaby,88,91,58,4
Callaita,Bad Bunny & Tainy,89,86,52,20
Nice To Meet Ya,Niall Horan,90,,83,2
Don't Call Me Angel (Charlie's Angels),"Ariana Grande, Miley Cyrus & Lana Del Rey",91,81,13,6
Carter Son,YoungBoy Never Broke Again,92,62,62,2
La Cancion,J Balvin & Bad Bunny,93,95,93,3
What If I Never Get Over You,Lady Antebellum,94,92,86,9
I'll Kill You,Summer Walker Featuring Jhene Aiko,95,89,61,3
TOES,DaBaby Featuring Lil Baby & Moneybagg Yo,96,85,28,4
Somebody,"Internet Money, Lil Tecca & A Boogie Wit da Hoodie",97,,97,1
DHL,Frank Ocean,98,,98,1
Boyfriend,Ariana Grande & Social House,99,78,8,12
Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,100,94,19,15
Lose You To Love Me,Selena Gomez,1,15,1,2
Someone You Loved,Lewis Capaldi,2,1,1,25
Circles,Post Malone,3,4,3,9
Senorita,Shawn Mendes & Camila Cabello,4,3,1,19
Truth Hurts,Lizzo,5,2,1,26
Good As Hell,Lizzo,6,14,6,10
Follow God,Kanye West,7,,7,1
No Guidance,Chris Brown Featuring Drake,8,5,5,21
Panini,Lil Nas X,9,6,5,19
Bad Guy,Billie Eilish,10,9,1,31
Memories,Maroon 5,11,11,11,6
"10,000 Hours",Dan + Shay & Justin Bieber,12,10,4,4
Ran$om,Lil Tecca,13,8,4,22
HIGHEST IN THE ROOM,Travis Scott,14,7,1,4
Beautiful People,Ed Sheeran Featuring Khalid,15,13,13,18
Trampoline,SHAED,16,19,16,22
Closed On Sunday,Kanye West,17,,17,1
Bandit,Juice WRLD & YoungBoy Never Broke Again,18,12,10,4
Selah,Kanye West,19,,19,1
I Don't Care,Ed Sheeran & Justin Bieber,20,16,2,25
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,21,18,1,35
Only Human,Jonas Brothers,22,20,20,20
On God,Kanye West,23,,23,1
Goodbyes,Post Malone Featuring Young Thug,24,17,3,17
Talk,Khalid,25,22,3,38
Sucker,Jonas Brothers,26,23,1,35
Look At Her Now.,Selena Gomez,27,,27,1
One Man Band,Old Dominion,28,32,28,10
On Chill,Wale Featuring Jeremih,29,24,22,12
How Do You Sleep?,Sam Smith,30,29,24,15
Ballin',Mustard & Roddy Ricch,31,27,27,15
Money In The Grave,Drake Featuring Rick Ross,32,25,7,20
Everything We Need,Kanye West Featuring Ty Dolla $ign & Ant Clemons,33,,33,1
Playing Games,Summer Walker,34,26,16,9
Hot,Young Thug Featuring Gunna,35,31,26,11
God Is,Kanye West,36,,36,1
Use This Gospel,Kanye West Featuring Clipse & Kenny G,37,,37,1
Baby,Lil Baby & DaBaby,38,30,21,15
Suge,DaBaby,39,28,7,31
Even Though I'm Leaving,Luke Combs,40,34,34,9
Dance Monkey,Tones And I,41,51,41,4
Dancing With A Stranger,Sam Smith & Normani,42,33,7,42
Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",43,35,11,12
Thriller,Michael Jackson,44,,4,19
Every Hour,Kanye West Featuring Sunday Service Choir,45,,45,1
Heat,Chris Brown Featuring Gunna,46,43,41,9
One Thing Right,Marshmello & Kane Brown,47,36,36,19
Lover,Taylor Swift,48,38,10,11
Time,NF,49,42,42,15
Graveyard,Halsey,50,44,43,7
Water,Kanye West Featuring Ant Clemons,51,,51,1
You Need To Calm Down,Taylor Swift,52,37,2,20
My Type,Saweetie,53,40,21,18
Every Little Thing,Russell Dickerson,54,61,54,9
Camelot,NLE Choppa,55,39,37,7
Prayed For You,Matt Stell,56,41,36,13
Hot Girl Bummer,blackbear,57,56,56,7
Liar,Camila Cabello,58,52,52,8
Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,59,50,8,8
Hands On,Kanye West Featuring Fred Hammond,60,,60,1
223's,YNW Melly & 9lokknine,61,45,34,8
Good Vibes,Chris Janson,62,48,48,9
Jesus Is Lord,Kanye West,63,,63,1
Lonely Child,YoungBoy Never Broke Again,64,47,44,3
Baby Sitter,DaBaby Featuring Offset,65,59,59,12
What Happens In A Small Town,Brantley Gilbert + Lindsay Ell,66,68,64,12
VIBEZ,DaBaby,67,57,21,5
Hate Me,Ellie Goulding & Juice WRLD,68,69,68,12
The Bones,Maren Morris,69,64,53,6
Make No Sense,YoungBoy Never Broke Again,70,58,57,3
BOP,DaBaby,71,55,19,5
We Were,Keith Urban,72,81,72,9
Enemies,Post Malone Featuring DaBaby,73,65,16,8
